hmdb_primary,polar_surface_area,polarizability
HMDB0081564,236.95,171.0
HMDB0081565,236.95,172.98
HMDB0081566,236.95,173.03
HMDB0081567,236.95,172.86
HMDB0081568,236.95,175.25
HMDB0081569,236.95,177.1
HMDB0081570,236.95,179.84
HMDB0081571,236.95,182.16
HMDB0081572,236.95,182.03
HMDB0081573,236.95,184.27
HMDB0081574,236.95,188.66
HMDB0081575,236.95,190.65
HMDB0081576,236.95,165.07
HMDB0081577,236.95,166.16
HMDB0081578,236.95,167.1
HMDB0081579,236.95,168.44
HMDB0081580,236.95,168.13
HMDB0081581,236.95,166.96
HMDB0081582,236.95,169.24
HMDB0081583,236.95,170.47
HMDB0081584,236.95,171.03
HMDB0081585,236.95,172.41
HMDB0081586,236.95,172.13
HMDB0081587,236.95,171.08
HMDB0081588,236.95,173.25
HMDB0081589,236.95,174.47
HMDB0081590,236.95,175.19
HMDB0081591,236.95,176.61
HMDB0081592,236.95,176.56
HMDB0081593,236.95,175.24
HMDB0081594,236.95,175.08
HMDB0081595,236.95,177.4
HMDB0081596,236.95,178.67
HMDB0081597,236.95,176.96
HMDB0081598,236.95,179.29
HMDB0081599,236.95,180.76
HMDB0081600,236.95,182.11
HMDB0081601,236.95,181.97
HMDB0081602,236.95,184.26
HMDB0081603,236.95,184.16
HMDB0081604,236.95,184.04
HMDB0081605,236.95,184.26
HMDB0081606,236.95,186.55
HMDB0081607,236.95,186.26
HMDB0081608,236.95,190.88
HMDB0081609,236.95,190.6
HMDB0081610,236.95,192.59
HMDB0081611,236.95,192.95
HMDB0081612,236.95,167.27
HMDB0081613,236.95,169.27
HMDB0081614,236.95,169.21
HMDB0081615,236.95,171.36
HMDB0081616,236.95,173.18
HMDB0081617,236.95,173.2
HMDB0081618,236.95,175.34
HMDB0081619,236.95,177.34
HMDB0081620,236.95,177.37
HMDB0081621,236.95,177.21
HMDB0081622,236.95,179.55
HMDB0081623,236.95,181.47
HMDB0081624,236.95,184.34
HMDB0081625,236.95,186.54
HMDB0081626,236.95,186.38
HMDB0081627,236.95,188.63
HMDB0081628,236.95,193.03
HMDB0081629,236.95,195.03
HMDB0081630,236.95,171.58
HMDB0081631,236.95,173.65
HMDB0081632,236.95,173.55
HMDB0081633,236.95,175.74
HMDB0081634,236.95,177.56
HMDB0081635,236.95,177.67
HMDB0081636,236.95,179.73
HMDB0081637,236.95,181.7
HMDB0081638,236.95,181.8
HMDB0081639,236.95,181.58
HMDB0081640,236.95,184.0
HMDB0081641,236.95,185.75
HMDB0081642,236.95,188.74
HMDB0081643,236.95,190.92
HMDB0081644,236.95,190.74
HMDB0081645,236.95,193.04
HMDB0081646,236.95,197.38
HMDB0081647,236.95,199.41
HMDB0081648,236.95,174.63
HMDB0081649,236.95,177.05
HMDB0081650,236.95,176.78
HMDB0081651,236.95,179.14
HMDB0081652,236.95,181.21
HMDB0081653,236.95,180.89
HMDB0081654,236.95,183.42
HMDB0081655,236.95,185.37
HMDB0081656,236.95,185.11
HMDB0081657,236.95,187.35
HMDB0081658,236.95,185.65
HMDB0081659,236.95,189.7
HMDB0081660,236.95,190.74
HMDB0081661,236.95,192.92
HMDB0081662,236.95,192.79
HMDB0081663,236.95,195.06
HMDB0081664,236.95,199.38
HMDB0081665,236.95,201.39
HMDB0081666,236.95,148.6
HMDB0081667,236.95,148.61
HMDB0081668,236.95,150.73
HMDB0081669,236.95,150.53
HMDB0081670,236.95,150.9
HMDB0081671,236.95,150.63
HMDB0081672,236.95,152.78
HMDB0081673,236.95,153.03
HMDB0081674,236.95,155.05
HMDB0081675,236.95,154.35
HMDB0081676,236.95,155.22
HMDB0081677,236.95,154.65
HMDB0081678,236.95,156.61
HMDB0081679,236.95,157.42
HMDB0081680,236.95,159.5
HMDB0081681,236.95,158.74
HMDB0081682,236.95,159.51
HMDB0081683,236.95,158.7
HMDB0081684,236.95,158.35
HMDB0081685,236.95,159.65
HMDB0081686,236.95,160.97
HMDB0081687,236.95,161.6
HMDB0081688,236.95,163.02
HMDB0081689,236.95,163.85
HMDB0081690,236.95,165.17
HMDB0081691,236.95,165.99
HMDB0081692,236.95,166.98
HMDB0081693,236.95,167.49
HMDB0081694,236.95,167.19
HMDB0081695,236.95,167.29
HMDB0081696,236.95,169.47
HMDB0081697,236.95,169.4
HMDB0081698,236.95,173.74
HMDB0081699,236.95,173.73
HMDB0081700,236.95,175.76
HMDB0081701,236.95,175.84
HMDB0081702,236.95,150.48
HMDB0081703,236.95,150.32
HMDB0081704,236.95,150.52
HMDB0081705,236.95,150.85
HMDB0081706,236.95,152.93
HMDB0081707,236.95,152.44
HMDB0081708,236.95,152.32
HMDB0081709,236.95,152.72
HMDB0081710,236.95,152.28
HMDB0081711,236.95,152.9
HMDB0081712,236.95,153.2
HMDB0081713,236.95,152.48
HMDB0081714,236.95,154.58
HMDB0081715,236.95,154.37
HMDB0081716,236.95,154.7
HMDB0081717,236.95,155.02
HMDB0081718,236.95,157.09
HMDB0081719,236.95,156.41
HMDB0081720,236.95,156.18
HMDB0081721,236.95,156.78
HMDB0081722,236.95,156.29
HMDB0081723,236.95,157.12
HMDB0081724,236.95,157.34
HMDB0081725,236.95,156.53
HMDB0081726,236.95,158.72
HMDB0081727,236.95,158.43
HMDB0081728,236.95,159.25
HMDB0081729,236.95,159.47
HMDB0081730,236.95,161.57
HMDB0081731,236.95,160.78
HMDB0081732,236.95,160.55
HMDB0081733,236.95,161.24
HMDB0081734,236.95,160.46
HMDB0081735,236.95,161.44
HMDB0081736,236.95,161.68
HMDB0081737,236.95,160.75
HMDB0081738,236.95,160.49
HMDB0081739,236.95,161.95
HMDB0081740,236.95,162.98
HMDB0081741,236.95,162.77
HMDB0081742,236.95,160.27
HMDB0081743,236.95,161.85
HMDB0081744,236.95,163.47
HMDB0081745,236.95,163.83
HMDB0081746,236.95,164.92
HMDB0081747,236.95,164.89
HMDB0081748,236.95,165.78
HMDB0081749,236.95,165.98
HMDB0081750,236.95,167.16
HMDB0081751,236.95,166.91
HMDB0081752,236.95,167.89
HMDB0081753,236.95,168.28
HMDB0081754,236.95,168.84
HMDB0081755,236.95,169.45
HMDB0081756,236.95,168.87
HMDB0081757,236.95,168.81
HMDB0081758,236.95,168.69
HMDB0081759,236.95,170.16
HMDB0081760,236.95,169.11
HMDB0081761,236.95,169.18
HMDB0081762,236.95,171.51
HMDB0081763,236.95,171.15
HMDB0081764,236.95,172.31
HMDB0081765,236.95,171.27
HMDB0081766,236.95,176.03
HMDB0081767,236.95,175.53
HMDB0081768,236.95,176.41
HMDB0081769,236.95,175.63
HMDB0081770,236.95,179.05
HMDB0081771,236.95,178.45
HMDB0081772,236.95,177.65
HMDB0081773,236.95,178.06
HMDB0081774,236.95,152.57
HMDB0081775,236.95,153.03
HMDB0081776,236.95,155.07
HMDB0081777,236.95,154.6
HMDB0081778,236.95,155.16
HMDB0081779,236.95,154.44
HMDB0081780,236.95,156.65
HMDB0081781,236.95,157.28
HMDB0081782,236.95,159.14
HMDB0081783,236.95,158.36
HMDB0081784,236.95,159.53
HMDB0081785,236.95,158.74
HMDB0081786,236.95,160.8
HMDB0081787,236.95,161.67
HMDB0081788,236.95,163.61
HMDB0081789,236.95,162.78
HMDB0081790,236.95,163.71
HMDB0081791,236.95,162.79
HMDB0081792,236.95,162.44
HMDB0081793,236.95,164.1
HMDB0081794,236.95,165.02
HMDB0081795,236.95,165.91
HMDB0081796,236.95,166.99
HMDB0081797,236.95,168.1
HMDB0081798,236.95,169.17
HMDB0081799,236.95,170.3
HMDB0081800,236.95,171.15
HMDB0081801,236.95,171.42
HMDB0081802,236.95,171.34
HMDB0081803,236.95,171.17
HMDB0081804,236.95,173.44
HMDB0081805,236.95,173.49
HMDB0081806,236.95,177.96
HMDB0081807,236.95,177.83
HMDB0081808,236.95,180.05
HMDB0081809,236.95,180.08
HMDB0081810,236.95,154.68
HMDB0081811,236.95,154.51
HMDB0081812,236.95,155.02
HMDB0081813,236.95,155.27
HMDB0081814,236.95,157.24
HMDB0081815,236.95,156.66
HMDB0081816,236.95,156.49
HMDB0081817,236.95,156.96
HMDB0081818,236.95,156.46
HMDB0081819,236.95,157.3
HMDB0081820,236.95,157.39
HMDB0081821,236.95,156.67
HMDB0081822,236.95,158.69
HMDB0081823,236.95,158.54
HMDB0081824,236.95,158.98
HMDB0081825,236.95,159.59
HMDB0081826,236.95,161.35
HMDB0081827,236.95,160.51
HMDB0081828,236.95,160.26
HMDB0081829,236.95,161.05
HMDB0081830,236.95,160.45
HMDB0081831,236.95,161.45
HMDB0081832,236.95,161.67
HMDB0081833,236.95,160.58
HMDB0081834,236.95,162.81
HMDB0081835,236.95,162.64
HMDB0081836,236.95,163.4
HMDB0081837,236.95,163.68
HMDB0081838,236.95,165.75
HMDB0081839,236.95,164.81
HMDB0081840,236.95,164.64
HMDB0081841,236.95,165.54
HMDB0081842,236.95,164.62
HMDB0081843,236.95,165.59
HMDB0081844,236.95,165.87
HMDB0081845,236.95,164.93
HMDB0081846,236.95,164.63
HMDB0081847,236.95,166.36
HMDB0081848,236.95,167.09
HMDB0081849,236.95,166.88
HMDB0081850,236.95,166.47
HMDB0081851,236.95,167.36
HMDB0081852,236.95,167.7
HMDB0081853,236.95,167.93
HMDB0081854,236.95,168.94
HMDB0081855,236.95,168.67
HMDB0081856,236.95,169.92
HMDB0081857,236.95,170.2
HMDB0081858,236.95,171.17
HMDB0081859,236.95,170.96
HMDB0081860,236.95,172.19
HMDB0081861,236.95,172.43
HMDB0081862,236.95,172.96
HMDB0081863,236.95,173.72
HMDB0081864,236.95,173.18
HMDB0081865,236.95,173.02
HMDB0081866,236.95,173.06
HMDB0081867,236.95,175.17
HMDB0081868,236.95,175.48
HMDB0081869,236.95,175.45
HMDB0081870,236.95,175.35
HMDB0081871,236.95,175.37
HMDB0081872,236.95,175.24
HMDB0081873,236.95,175.65
HMDB0081874,236.95,175.41
HMDB0081875,236.95,149.98
HMDB0081876,236.95,150.6
HMDB0081877,236.95,150.85
HMDB0081878,236.95,149.75
HMDB0081879,236.95,153.06
HMDB0081880,236.95,151.94
HMDB0081881,236.95,152.68
HMDB0081882,236.95,152.76
HMDB0081883,236.95,153.69
HMDB0081884,236.95,151.78
HMDB0081885,236.95,151.87
HMDB0081886,236.95,152.1
HMDB0081887,236.95,153.91
HMDB0081888,236.95,154.6
HMDB0081889,236.95,154.71
HMDB0081890,236.95,153.75
HMDB0081891,236.95,156.85
HMDB0081892,236.95,155.88
HMDB0081893,236.95,156.72
HMDB0081894,236.95,156.86
HMDB0081895,236.95,156.37
HMDB0081896,236.95,155.63
HMDB0081897,236.95,155.71
HMDB0081898,236.95,158.04
HMDB0081899,236.95,158.18
HMDB0081900,236.95,158.96
HMDB0081901,236.95,159.17
HMDB0081902,236.95,157.89
HMDB0081903,236.95,160.1
HMDB0081904,236.95,160.25
HMDB0081905,236.95,161.43
HMDB0081906,236.95,160.1
HMDB0081907,236.95,160.97
HMDB0081908,236.95,160.27
HMDB0081909,236.95,160.06
HMDB0081910,236.95,161.46
HMDB0081911,236.95,159.97
HMDB0081912,236.95,161.88
HMDB0081913,236.95,162.49
HMDB0081914,236.95,161.86
HMDB0081915,236.95,163.16
HMDB0081916,236.95,162.35
HMDB0081917,236.95,161.72
HMDB0081918,236.95,162.39
HMDB0081919,236.95,164.77
HMDB0081920,236.95,165.73
HMDB0081921,236.95,164.58
HMDB0081922,236.95,164.71
HMDB0081923,236.95,166.91
HMDB0081924,236.95,167.81
HMDB0081925,236.95,166.72
HMDB0081926,236.95,166.81
HMDB0081927,236.95,168.93
HMDB0081928,236.95,169.16
HMDB0081929,236.95,168.84
HMDB0081930,236.95,168.88
HMDB0081931,236.95,168.74
HMDB0081932,236.95,168.88
HMDB0081933,236.95,168.98
HMDB0081934,236.95,168.74
HMDB0081935,236.95,171.38
HMDB0081936,236.95,171.08
HMDB0081937,236.95,171.08
HMDB0081938,236.95,171.13
HMDB0081939,236.95,175.76
HMDB0081940,236.95,175.48
HMDB0081941,236.95,175.52
HMDB0081942,236.95,175.47
HMDB0081943,236.95,177.54
HMDB0081944,236.95,177.5
HMDB0081945,236.95,177.74
HMDB0081946,236.95,177.48
HMDB0081947,236.95,152.16
HMDB0081948,236.95,152.59
HMDB0081949,236.95,152.66
HMDB0081950,236.95,152.08
HMDB0081951,236.95,152.76
HMDB0081952,236.95,152.96
HMDB0081953,236.95,152.85
HMDB0081954,236.95,152.04
HMDB0081955,236.95,155.63
HMDB0081956,236.95,155.3
HMDB0081957,236.95,154.18
HMDB0081958,236.95,154.58
HMDB0081959,236.95,154.72
HMDB0081960,236.95,154.08
HMDB0081961,236.95,154.87
HMDB0081962,236.95,155.03
HMDB0081963,236.95,154.93
HMDB0081964,236.95,155.84
HMDB0081965,236.95,155.04
HMDB0081966,236.95,155.14
HMDB0081967,236.95,154.07
HMDB0081968,236.95,154.04
HMDB0081969,236.95,154.1
HMDB0081970,236.95,155.98
HMDB0081971,236.95,155.98
HMDB0081972,236.95,156.55
HMDB0081973,236.95,156.68
HMDB0081974,236.95,156.07
HMDB0081975,236.95,156.79
HMDB0081976,236.95,157.14
HMDB0081977,236.95,157.27
HMDB0081978,236.95,156.0
HMDB0081979,236.95,158.34
HMDB0081980,236.95,159.06
HMDB0081981,236.95,158.03
HMDB0081982,236.95,158.69
HMDB0081983,236.95,158.83
HMDB0081984,236.95,157.91
HMDB0081985,236.95,158.94
HMDB0081986,236.95,159.08
HMDB0081987,236.95,159.07
HMDB0081988,236.95,158.55
HMDB0081989,236.95,159.17
HMDB0081990,236.95,158.96
HMDB0081991,236.95,159.97
HMDB0081992,236.95,157.88
HMDB0081993,236.95,157.93
HMDB0081994,236.95,160.24
HMDB0081995,236.95,160.24
HMDB0081996,236.95,161.12
HMDB0081997,236.95,161.18
HMDB0081998,236.95,160.08
HMDB0081999,236.95,161.35
HMDB0082000,236.95,161.51
HMDB0082001,236.95,161.35
HMDB0082002,236.95,160.05
HMDB0082003,236.95,162.04
HMDB0082004,236.95,162.17
HMDB0082005,236.95,162.6
HMDB0082006,236.95,163.16
HMDB0082007,236.95,162.33
HMDB0082008,236.95,162.42
HMDB0082009,236.95,163.55
HMDB0082010,236.95,162.36
HMDB0082011,236.95,162.46
HMDB0082012,236.95,163.41
HMDB0082013,236.95,162.23
HMDB0082014,236.95,163.38
HMDB0082015,236.95,162.15
HMDB0082016,236.95,162.51
HMDB0082017,236.95,162.42
HMDB0082018,236.95,163.31
HMDB0082019,236.95,162.12
HMDB0082020,236.95,163.7
HMDB0082021,236.95,164.02
HMDB0082022,236.95,164.83
HMDB0082023,236.95,165.18
HMDB0082024,236.95,164.29
HMDB0082025,236.95,164.4
HMDB0082026,236.95,164.06
HMDB0082027,236.95,163.84
HMDB0082028,236.95,165.45
HMDB0082029,236.95,162.08
HMDB0082030,236.95,164.46
HMDB0082031,236.95,163.78
HMDB0082032,236.95,163.88
HMDB0082033,236.95,165.45
HMDB0082034,236.95,164.56
HMDB0082035,236.95,167.02
HMDB0082036,236.95,167.4
HMDB0082037,236.95,166.55
HMDB0082038,236.95,166.72
HMDB0082039,236.95,167.61
HMDB0082040,236.95,166.75
HMDB0082041,236.95,167.7
HMDB0082042,236.95,166.81
HMDB0082043,236.95,169.19
HMDB0082044,236.95,168.6
HMDB0082045,236.95,168.78
HMDB0082046,236.95,168.95
HMDB0082047,236.95,168.89
HMDB0082048,236.95,168.87
HMDB0082049,236.95,168.86
HMDB0082050,236.95,168.85
HMDB0082051,236.95,170.66
HMDB0082052,236.95,171.26
HMDB0082053,236.95,171.36
HMDB0082054,236.95,170.77
HMDB0082055,236.95,170.9
HMDB0082056,236.95,171.12
HMDB0082057,236.95,171.08
HMDB0082058,236.95,170.95
HMDB0082059,236.95,171.12
HMDB0082060,236.95,170.99
HMDB0082061,236.95,171.0
HMDB0082062,236.95,170.74
HMDB0082063,236.95,171.23
HMDB0082064,236.95,171.18
HMDB0082065,236.95,170.91
HMDB0082066,236.95,173.61
HMDB0082067,236.95,173.03
HMDB0082068,236.95,173.12
HMDB0082069,236.95,173.35
HMDB0082070,236.95,173.32
HMDB0082071,236.95,173.26
HMDB0082072,236.95,173.27
HMDB0082073,236.95,173.38
HMDB0082074,236.95,177.91
HMDB0082075,236.95,177.47
HMDB0082076,236.95,177.49
HMDB0082077,236.95,177.75
HMDB0082078,236.95,177.71
HMDB0082079,236.95,177.67
HMDB0082080,236.95,177.74
HMDB0082081,236.95,177.72
HMDB0082082,236.95,179.43
HMDB0082083,236.95,179.8
HMDB0082084,236.95,179.72
HMDB0082085,236.95,179.7
HMDB0082086,236.95,179.74
HMDB0082087,236.95,179.48
HMDB0082088,236.95,179.98
HMDB0082089,236.95,179.7
HMDB0082090,236.95,152.28
HMDB0082091,236.95,153.11
HMDB0082092,236.95,154.41
HMDB0082093,236.95,155.0
HMDB0082094,236.95,154.99
HMDB0082095,236.95,152.92
HMDB0082096,236.95,152.54
HMDB0082097,236.95,154.1
HMDB0082098,236.95,154.35
HMDB0082099,236.95,155.24
HMDB0082100,236.95,157.31
HMDB0082101,236.95,156.37
HMDB0082102,236.95,154.76
HMDB0082103,236.95,157.04
HMDB0082104,236.95,157.12
HMDB0082105,236.95,157.98
HMDB0082106,236.95,155.09
HMDB0082107,236.95,154.59
HMDB0082108,236.95,154.55
HMDB0082109,236.95,154.98
HMDB0082110,236.95,156.1
HMDB0082111,236.95,155.23
HMDB0082112,236.95,156.28
HMDB0082113,236.95,156.43
HMDB0082114,236.95,156.21
HMDB0082115,236.95,157.38
HMDB0082116,236.95,158.4
HMDB0082117,236.95,158.93
HMDB0082118,236.95,159.15
HMDB0082119,236.95,157.15
HMDB0082120,236.95,156.45
HMDB0082121,236.95,158.07
HMDB0082122,236.95,158.3
HMDB0082123,236.95,159.39
HMDB0082124,236.95,161.22
HMDB0082125,236.95,160.18
HMDB0082126,236.95,159.08
HMDB0082127,236.95,161.06
HMDB0082128,236.95,161.25
HMDB0082129,236.95,160.74
HMDB0082130,236.95,159.24
HMDB0082131,236.95,158.56
HMDB0082132,236.95,158.48
HMDB0082133,236.95,160.63
HMDB0082134,236.95,159.95
HMDB0082135,236.95,159.27
HMDB0082136,236.95,160.16
HMDB0082137,236.95,162.34
HMDB0082138,236.95,160.52
HMDB0082139,236.95,161.76
HMDB0082140,236.95,162.3
HMDB0082141,236.95,163.42
HMDB0082142,236.95,163.56
HMDB0082143,236.95,161.5
HMDB0082144,236.95,160.78
HMDB0082145,236.95,162.14
HMDB0082146,236.95,162.92
HMDB0082147,236.95,162.91
HMDB0082148,236.95,164.41
HMDB0082149,236.95,164.65
HMDB0082150,236.95,163.75
HMDB0082151,236.95,165.68
HMDB0082152,236.95,164.47
HMDB0082153,236.95,165.3
HMDB0082154,236.95,163.95
HMDB0082155,236.95,162.93
HMDB0082156,236.95,164.01
HMDB0082157,236.95,164.04
HMDB0082158,236.95,164.46
HMDB0082159,236.95,164.07
HMDB0082160,236.95,164.57
HMDB0082161,236.95,165.77
HMDB0082162,236.95,165.15
HMDB0082163,236.95,165.11
HMDB0082164,236.95,164.29
HMDB0082165,236.95,166.21
HMDB0082166,236.95,165.63
HMDB0082167,236.95,166.95
HMDB0082168,236.95,166.39
HMDB0082169,236.95,165.47
HMDB0082170,236.95,167.79
HMDB0082171,236.95,166.64
HMDB0082172,236.95,165.92
HMDB0082173,236.95,166.04
HMDB0082174,236.95,165.35
HMDB0082175,236.95,163.7
HMDB0082176,236.95,164.41
HMDB0082177,236.95,166.65
HMDB0082178,236.95,167.28
HMDB0082179,236.95,167.26
HMDB0082180,236.95,169.13
HMDB0082181,236.95,168.82
HMDB0082182,236.95,168.81
HMDB0082183,236.95,168.06
HMDB0082184,236.95,167.44
HMDB0082185,236.95,168.95
HMDB0082186,236.95,169.51
HMDB0082187,236.95,169.47
HMDB0082188,236.95,171.29
HMDB0082189,236.95,170.96
HMDB0082190,236.95,171.05
HMDB0082191,236.95,170.21
HMDB0082192,236.95,170.67
HMDB0082193,236.95,170.96
HMDB0082194,236.95,171.59
HMDB0082195,236.95,171.61
HMDB0082196,236.95,173.29
HMDB0082197,236.95,173.51
HMDB0082198,236.95,171.57
HMDB0082199,236.95,173.2
HMDB0082200,236.95,173.16
HMDB0082201,236.95,173.05
HMDB0082202,236.95,171.76
HMDB0082203,236.95,171.82
HMDB0082204,236.95,171.57
HMDB0082205,236.95,171.51
HMDB0082206,236.95,173.28
HMDB0082207,236.95,171.66
HMDB0082208,236.95,173.33
HMDB0082209,236.95,173.02
HMDB0082210,236.95,173.73
HMDB0082211,236.95,173.82
HMDB0082212,236.95,175.66
HMDB0082213,236.95,175.4
HMDB0082214,236.95,175.36
HMDB0082215,236.95,173.99
HMDB0082216,236.95,173.94
HMDB0082217,236.95,175.42
HMDB0082218,236.95,178.16
HMDB0082219,236.95,178.17
HMDB0082220,236.95,180.1
HMDB0082221,236.95,179.81
HMDB0082222,236.95,179.74
HMDB0082223,236.95,178.38
HMDB0082224,236.95,178.46
HMDB0082225,236.95,179.86
HMDB0082226,236.95,181.8
HMDB0082227,236.95,180.38
HMDB0082228,236.95,181.77
HMDB0082229,236.95,180.25
HMDB0082230,236.95,180.13
HMDB0082231,236.95,182.06
HMDB0082232,236.95,181.79
HMDB0082233,236.95,156.41
HMDB0082234,236.95,157.17
HMDB0082235,236.95,157.3
HMDB0082236,236.95,156.34
HMDB0082237,236.95,159.41
HMDB0082238,236.95,158.43
HMDB0082239,236.95,159.2
HMDB0082240,236.95,159.37
HMDB0082241,236.95,160.13
HMDB0082242,236.95,158.27
HMDB0082243,236.95,158.33
HMDB0082244,236.95,160.28
HMDB0082245,236.95,160.46
HMDB0082246,236.95,161.18
HMDB0082247,236.95,161.31
HMDB0082248,236.95,160.32
HMDB0082249,236.95,163.38
HMDB0082250,236.95,162.34
HMDB0082251,236.95,163.37
HMDB0082252,236.95,163.43
HMDB0082253,236.95,162.94
HMDB0082254,236.95,162.18
HMDB0082255,236.95,162.24
HMDB0082256,236.95,164.56
HMDB0082257,236.95,164.44
HMDB0082258,236.95,165.71
HMDB0082259,236.95,165.88
HMDB0082260,236.95,164.37
HMDB0082261,236.95,166.6
HMDB0082262,236.95,166.97
HMDB0082263,236.95,167.55
HMDB0082264,236.95,166.87
HMDB0082265,236.95,167.49
HMDB0082266,236.95,166.8
HMDB0082267,236.95,166.8
HMDB0082268,236.95,167.64
HMDB0082269,236.95,166.38
HMDB0082270,236.95,168.02
HMDB0082271,236.95,169.07
HMDB0082272,236.95,168.44
HMDB0082273,236.95,168.86
HMDB0082274,236.95,168.87
HMDB0082275,236.95,168.32
HMDB0082276,236.95,168.9
HMDB0082277,236.95,171.34
HMDB0082278,236.95,171.05
HMDB0082279,236.95,170.99
HMDB0082280,236.95,171.11
HMDB0082281,236.95,173.53
HMDB0082282,236.95,173.23
HMDB0082283,236.95,173.19
HMDB0082284,236.95,173.21
HMDB0082285,236.95,175.57
HMDB0082286,236.95,175.75
HMDB0082287,236.95,175.4
HMDB0082288,236.95,175.33
HMDB0082289,236.95,175.25
HMDB0082290,236.95,175.49
HMDB0082291,236.95,175.56
HMDB0082292,236.95,175.28
HMDB0082293,236.95,177.89
HMDB0082294,236.95,177.67
HMDB0082295,236.95,177.63
HMDB0082296,236.95,177.63
HMDB0082297,236.95,182.34
HMDB0082298,236.95,182.0
HMDB0082299,236.95,181.96
HMDB0082300,236.95,182.07
HMDB0082301,236.95,184.04
HMDB0082302,236.95,183.97
HMDB0082303,236.95,184.33
HMDB0082304,236.95,184.02
HMDB0082305,236.95,158.68
HMDB0082306,236.95,159.34
HMDB0082307,236.95,159.58
HMDB0082308,236.95,158.46
HMDB0082309,236.95,161.6
HMDB0082310,236.95,160.66
HMDB0082311,236.95,161.42
HMDB0082312,236.95,161.51
HMDB0082313,236.95,162.3
HMDB0082314,236.95,160.45
HMDB0082315,236.95,160.63
HMDB0082316,236.95,160.84
HMDB0082317,236.95,162.72
HMDB0082318,236.95,163.3
HMDB0082319,236.95,163.47
HMDB0082320,236.95,162.46
HMDB0082321,236.95,165.83
HMDB0082322,236.95,164.6
HMDB0082323,236.95,165.49
HMDB0082324,236.95,165.61
HMDB0082325,236.95,165.09
HMDB0082326,236.95,164.32
HMDB0082327,236.95,164.5
HMDB0082328,236.95,166.66
HMDB0082329,236.95,166.69
HMDB0082330,236.95,167.91
HMDB0082331,236.95,167.95
HMDB0082332,236.95,166.47
HMDB0082333,236.95,168.71
HMDB0082334,236.95,169.28
HMDB0082335,236.95,168.87
HMDB0082336,236.95,168.86
HMDB0082337,236.95,168.91
HMDB0082338,236.95,168.83
HMDB0082339,236.95,169.02
HMDB0082340,236.95,168.78
HMDB0082341,236.95,168.64
HMDB0082342,236.95,170.31
HMDB0082343,236.95,171.3
HMDB0082344,236.95,170.44
HMDB0082345,236.95,171.04
HMDB0082346,236.95,171.02
HMDB0082347,236.95,170.43
HMDB0082348,236.95,170.99
HMDB0082349,236.95,173.5
HMDB0082350,236.95,173.21
HMDB0082351,236.95,173.16
HMDB0082352,236.95,173.22
HMDB0082353,236.95,175.67
HMDB0082354,236.95,175.38
HMDB0082355,236.95,175.37
HMDB0082356,236.95,175.39
HMDB0082357,236.95,177.65
HMDB0082358,236.95,177.88
HMDB0082359,236.95,177.51
HMDB0082360,236.95,177.56
HMDB0082361,236.95,177.42
HMDB0082362,236.95,177.63
HMDB0082363,236.95,177.73
HMDB0082364,236.95,177.39
HMDB0082365,236.95,180.02
HMDB0082366,236.95,179.67
HMDB0082367,236.95,179.72
HMDB0082368,236.95,179.76
HMDB0082369,236.95,184.4
HMDB0082370,236.95,184.05
HMDB0082371,236.95,184.07
HMDB0082372,236.95,184.13
HMDB0082373,236.95,186.18
HMDB0082374,236.95,186.11
HMDB0082375,236.95,186.4
HMDB0082376,236.95,186.07
HMDB0082377,236.95,160.81
HMDB0082378,236.95,161.27
HMDB0082379,236.95,161.56
HMDB0082380,236.95,160.72
HMDB0082381,236.95,161.35
HMDB0082382,236.95,161.66
HMDB0082383,236.95,161.78
HMDB0082384,236.95,160.71
HMDB0082385,236.95,164.31
HMDB0082386,236.95,163.94
HMDB0082387,236.95,162.81
HMDB0082388,236.95,163.38
HMDB0082389,236.95,163.58
HMDB0082390,236.95,162.68
HMDB0082391,236.95,163.6
HMDB0082392,236.95,163.5
HMDB0082393,236.95,163.58
HMDB0082394,236.95,164.47
HMDB0082395,236.95,163.89
HMDB0082396,236.95,163.9
HMDB0082397,236.95,162.85
HMDB0082398,236.95,162.69
HMDB0082399,236.95,162.72
HMDB0082400,236.95,164.63
HMDB0082401,236.95,164.89
HMDB0082402,236.95,165.28
HMDB0082403,236.95,165.48
HMDB0082404,236.95,164.74
HMDB0082405,236.95,165.5
HMDB0082406,236.95,165.63
HMDB0082407,236.95,165.73
HMDB0082408,236.95,164.67
HMDB0082409,236.95,167.05
HMDB0082410,236.95,168.02
HMDB0082411,236.95,166.76
HMDB0082412,236.95,167.5
HMDB0082413,236.95,167.61
HMDB0082414,236.95,166.63
HMDB0082415,236.95,167.76
HMDB0082416,236.95,167.79
HMDB0082417,236.95,167.8
HMDB0082418,236.95,167.3
HMDB0082419,236.95,167.95
HMDB0082420,236.95,167.9
HMDB0082421,236.95,168.65
HMDB0082422,236.95,166.53
HMDB0082423,236.95,166.6
HMDB0082424,236.95,168.88
HMDB0082425,236.95,168.93
HMDB0082426,236.95,169.69
HMDB0082427,236.95,169.95
HMDB0082428,236.95,168.68
HMDB0082429,236.95,170.04
HMDB0082430,236.95,170.27
HMDB0082431,236.95,169.92
HMDB0082432,236.95,168.72
HMDB0082433,236.95,170.81
HMDB0082434,236.95,170.93
HMDB0082435,236.95,171.49
HMDB0082436,236.95,170.86
