hmdb_primary,polar_surface_area,polarizability
HMDB0049177,78.9,127.44
HMDB0049178,78.9,127.73
HMDB0049179,78.9,131.4
HMDB0049180,78.9,129.46
HMDB0049181,78.9,136.01
HMDB0049182,78.9,139.94
HMDB0049183,78.9,126.24
HMDB0049184,78.9,125.6
HMDB0049185,78.9,130.42
HMDB0049186,78.9,128.91
HMDB0049187,78.9,128.07
HMDB0049188,78.9,134.6
HMDB0049189,78.9,132.92
HMDB0049190,78.9,130.61
HMDB0049191,78.9,125.67
HMDB0049192,78.9,124.05
HMDB0049193,78.9,127.9
HMDB0049194,78.9,126.87
HMDB0049195,78.9,130.94
HMDB0049196,78.9,129.39
HMDB0049197,61.83,129.27
HMDB0049198,78.9,131.81
HMDB0049199,78.9,132.07
HMDB0049200,78.9,135.77
HMDB0049201,78.9,133.8
HMDB0049202,78.9,140.35
HMDB0049203,78.9,144.26
HMDB0049204,78.9,130.58
HMDB0049205,78.9,129.91
HMDB0049206,78.9,134.75
HMDB0049207,78.9,133.27
HMDB0049208,78.9,132.42
HMDB0049209,78.9,138.91
HMDB0049210,78.9,137.25
HMDB0049211,78.9,134.99
HMDB0049212,78.9,130.03
HMDB0049213,78.9,128.39
HMDB0049214,78.9,132.27
HMDB0049215,78.9,131.19
HMDB0049216,78.9,135.33
HMDB0049217,78.9,133.7
HMDB0049218,61.83,133.55
HMDB0049219,78.9,109.14
HMDB0049220,78.9,109.16
HMDB0049221,78.9,113.36
HMDB0049222,78.9,111.09
HMDB0049223,78.9,117.63
HMDB0049224,78.9,121.93
HMDB0049225,78.9,107.77
HMDB0049226,78.9,107.02
HMDB0049227,78.9,112.03
HMDB0049228,78.9,110.36
HMDB0049229,78.9,109.57
HMDB0049230,78.9,116.3
HMDB0049231,78.9,114.35
HMDB0049232,78.9,111.68
HMDB0049233,78.9,106.99
HMDB0049234,78.9,105.39
HMDB0049235,78.9,108.83
HMDB0049236,78.9,108.15
HMDB0049237,78.9,112.59
HMDB0049238,78.9,110.65
HMDB0049239,61.83,110.44
HMDB0049242,78.9,117.03
HMDB0049243,78.9,114.98
HMDB0049244,78.9,121.33
HMDB0049245,78.9,125.71
HMDB0049247,78.9,110.83
HMDB0049248,78.9,115.84
HMDB0049249,78.9,114.64
HMDB0049250,78.9,113.15
HMDB0049251,78.9,120.04
HMDB0049252,78.9,118.4
HMDB0049253,78.9,116.62
HMDB0049254,78.9,110.82
HMDB0049255,78.9,109.28
HMDB0049256,78.9,113.37
HMDB0049257,78.9,112.19
HMDB0049258,78.9,116.21
HMDB0049259,78.9,115.25
HMDB0049260,61.83,114.93
HMDB0049261,78.9,117.33
HMDB0049262,78.9,117.02
HMDB0049263,78.9,121.26
HMDB0049264,78.9,119.11
HMDB0049265,78.9,125.53
HMDB0049266,78.9,129.86
HMDB0049267,78.9,115.66
HMDB0049268,78.9,115.07
HMDB0049269,78.9,120.0
HMDB0049270,78.9,119.22
HMDB0049271,78.9,117.34
HMDB0049272,78.9,124.27
HMDB0049273,78.9,122.64
HMDB0049274,78.9,120.37
HMDB0049275,78.9,115.2
HMDB0049276,78.9,113.54
HMDB0049277,78.9,117.87
HMDB0049278,78.9,116.41
HMDB0049279,78.9,120.52
HMDB0049280,78.9,119.0
HMDB0049281,61.83,119.16
HMDB0049282,78.9,117.42
HMDB0049283,78.9,117.71
HMDB0049284,78.9,121.85
HMDB0049285,78.9,119.47
HMDB0049286,78.9,126.08
HMDB0049287,78.9,130.26
HMDB0049288,78.9,116.27
HMDB0049289,78.9,115.42
HMDB0049290,78.9,120.56
HMDB0049291,78.9,118.87
HMDB0049292,78.9,118.09
HMDB0049293,78.9,124.73
HMDB0049294,78.9,122.74
HMDB0049295,78.9,120.01
HMDB0049296,78.9,115.33
HMDB0049297,78.9,113.78
HMDB0049298,78.9,117.24
HMDB0049299,78.9,116.54
HMDB0049300,78.9,121.14
HMDB0049301,78.9,119.08
HMDB0049302,61.83,118.76
HMDB0049303,78.9,121.62
HMDB0049304,78.9,121.9
HMDB0049305,78.9,126.05
HMDB0049306,78.9,123.62
HMDB0049307,78.9,130.23
HMDB0049308,78.9,134.36
HMDB0049309,78.9,120.45
HMDB0049310,78.9,119.63
HMDB0049311,78.9,124.8
HMDB0049312,78.9,123.27
HMDB0049313,78.9,122.23
HMDB0049314,78.9,128.85
HMDB0049315,78.9,127.0
HMDB0049316,78.9,124.39
HMDB0049317,78.9,119.64
HMDB0049318,78.9,117.99
HMDB0049319,78.9,121.72
HMDB0049320,78.9,120.77
HMDB0049321,78.9,125.35
HMDB0049322,78.9,123.19
HMDB0049323,61.83,123.12
HMDB0049324,78.9,120.14
HMDB0049325,78.9,120.18
HMDB0049326,78.9,124.23
HMDB0049327,78.9,122.03
HMDB0049328,78.9,128.62
HMDB0049329,78.9,132.96
HMDB0049330,78.9,118.82
HMDB0049331,78.9,117.81
HMDB0049332,78.9,123.24
HMDB0049333,78.9,120.78
HMDB0049334,78.9,119.68
HMDB0049335,78.9,127.32
HMDB0049336,78.9,125.59
HMDB0049337,78.9,121.83
HMDB0049338,78.9,118.0
HMDB0049339,78.9,116.22
HMDB0049340,78.9,119.27
HMDB0049341,78.9,119.21
HMDB0049342,78.9,122.76
HMDB0049343,78.9,120.16
HMDB0049344,61.83,120.39
HMDB0049345,78.9,126.0
HMDB0049346,78.9,126.12
HMDB0049347,78.9,130.27
HMDB0049348,78.9,127.85
HMDB0049349,78.9,134.49
HMDB0049350,78.9,138.53
HMDB0049351,78.9,124.65
HMDB0049352,78.9,123.81
HMDB0049353,78.9,128.96
HMDB0049354,78.9,127.06
HMDB0049355,78.9,126.41
HMDB0049356,78.9,133.08
HMDB0049357,78.9,131.2
HMDB0049358,78.9,128.83
HMDB0049359,78.9,123.91
HMDB0049360,78.9,122.26
HMDB0049361,78.9,126.09
HMDB0049362,78.9,125.06
HMDB0049363,78.9,129.61
HMDB0049364,78.9,127.51
HMDB0049365,61.83,127.45
HMDB0049366,78.9,130.24
HMDB0049367,78.9,130.35
HMDB0049368,78.9,134.54
HMDB0049369,78.9,132.07
HMDB0049370,78.9,138.74
HMDB0049371,78.9,142.81
HMDB0049372,78.9,128.92
HMDB0049373,78.9,128.12
HMDB0049374,78.9,133.11
HMDB0049375,78.9,131.42
HMDB0049376,78.9,130.68
HMDB0049377,78.9,137.3
HMDB0049378,78.9,135.46
HMDB0049379,78.9,133.25
HMDB0049380,78.9,128.22
HMDB0049381,78.9,126.55
HMDB0049382,78.9,130.33
HMDB0049383,78.9,129.34
HMDB0049384,78.9,133.74
HMDB0049385,78.9,131.9
HMDB0049386,61.83,131.73
HMDB0049387,78.9,116.06
HMDB0049388,78.9,116.04
HMDB0049389,78.9,120.21
HMDB0049390,78.9,118.37
HMDB0049391,78.9,124.45
HMDB0049392,78.9,128.85
HMDB0049393,78.9,114.73
HMDB0049394,78.9,114.01
HMDB0049395,78.9,119.0
HMDB0049396,78.9,117.34
HMDB0049397,78.9,116.49
HMDB0049398,78.9,123.27
HMDB0049399,78.9,121.5
HMDB0049400,78.9,119.27
HMDB0049401,78.9,114.26
HMDB0049402,78.9,112.44
HMDB0049403,78.9,116.59
HMDB0049404,78.9,115.61
HMDB0049405,78.9,119.39
HMDB0049406,78.9,117.97
HMDB0049407,61.83,117.53
HMDB0049408,78.9,115.29
HMDB0049409,78.9,115.21
HMDB0049410,78.9,119.21
HMDB0049411,78.9,117.28
HMDB0049412,78.9,123.62
HMDB0049413,78.9,128.02
HMDB0049414,78.9,113.69
HMDB0049415,78.9,113.1
HMDB0049416,78.9,118.01
HMDB0049417,78.9,116.55
HMDB0049418,78.9,114.87
HMDB0049419,78.9,122.25
HMDB0049420,78.9,120.58
HMDB0049421,78.9,118.33
HMDB0049422,78.9,113.18
HMDB0049423,78.9,111.55
HMDB0049424,78.9,115.24
HMDB0049425,78.9,114.51
HMDB0049426,78.9,118.17
HMDB0049427,78.9,116.57
HMDB0049428,61.83,116.7
HMDB0049429,78.9,120.22
HMDB0049430,78.9,120.37
HMDB0049431,78.9,124.43
HMDB0049432,78.9,122.34
HMDB0049433,78.9,128.36
HMDB0049434,78.9,132.9
HMDB0049435,78.9,118.85
HMDB0049436,78.9,118.07
HMDB0049437,78.9,123.09
HMDB0049438,78.9,121.82
HMDB0049439,78.9,120.75
HMDB0049440,78.9,127.27
HMDB0049441,78.9,125.86
HMDB0049442,78.9,123.44
HMDB0049443,78.9,118.39
HMDB0049444,78.9,116.56
HMDB0049445,78.9,120.82
HMDB0049446,78.9,119.69
HMDB0049447,78.9,123.78
HMDB0049448,78.9,122.1
HMDB0049449,61.83,121.82
HMDB0049450,78.9,119.2
HMDB0049451,78.9,119.47
HMDB0049452,78.9,123.39
HMDB0049453,78.9,121.33
HMDB0049454,78.9,127.67
HMDB0049455,78.9,132.16
HMDB0049456,78.9,118.02
HMDB0049457,78.9,117.29
HMDB0049458,78.9,122.16
HMDB0049459,78.9,120.82
HMDB0049460,78.9,119.14
HMDB0049461,78.9,126.45
HMDB0049462,78.9,124.93
HMDB0049463,78.9,122.15
HMDB0049464,78.9,117.61
HMDB0049465,78.9,115.82
HMDB0049466,78.9,119.48
HMDB0049467,78.9,118.69
HMDB0049468,78.9,122.53
HMDB0049469,78.9,120.64
HMDB0049470,61.83,120.69
HMDB0049471,78.9,118.28
HMDB0049472,78.9,118.31
HMDB0049473,78.9,122.55
HMDB0049474,78.9,120.19
HMDB0049475,78.9,126.68
HMDB0049476,78.9,131.09
HMDB0049477,78.9,116.95
HMDB0049478,78.9,115.89
HMDB0049479,78.9,121.4
HMDB0049480,78.9,119.27
HMDB0049481,78.9,118.2
HMDB0049482,78.9,125.51
HMDB0049483,78.9,123.65
HMDB0049484,78.9,120.69
HMDB0049485,78.9,116.17
HMDB0049486,78.9,114.37
HMDB0049487,78.9,117.9
HMDB0049488,78.9,117.37
HMDB0049489,78.9,121.37
HMDB0049490,78.9,118.88
HMDB0049491,61.83,118.96
HMDB0049492,78.9,124.6
HMDB0049493,78.9,124.58
HMDB0049494,78.9,128.61
HMDB0049495,78.9,126.42
HMDB0049496,78.9,133.01
HMDB0049497,78.9,137.07
HMDB0049498,78.9,123.08
HMDB0049499,78.9,122.39
HMDB0049500,78.9,127.29
HMDB0049501,78.9,126.1
HMDB0049502,78.9,125.02
HMDB0049503,78.9,131.43
HMDB0049504,78.9,129.94
HMDB0049505,78.9,127.68
HMDB0049506,78.9,122.68
HMDB0049507,78.9,120.83
HMDB0049508,78.9,125.0
HMDB0049509,78.9,123.74
HMDB0049510,78.9,128.07
HMDB0049511,78.9,126.37
HMDB0049512,61.83,126.09
HMDB0049513,78.9,121.15
HMDB0049514,78.9,120.9
HMDB0049515,78.9,125.25
HMDB0049516,78.9,123.78
HMDB0049517,78.9,129.59
HMDB0049518,78.9,134.11
HMDB0049519,78.9,119.89
HMDB0049520,78.9,119.39
HMDB0049521,78.9,124.07
HMDB0049522,78.9,122.57
HMDB0049523,78.9,122.19
HMDB0049524,78.9,128.26
HMDB0049525,78.9,126.75
HMDB0049526,78.9,124.25
HMDB0049527,78.9,119.73
HMDB0049528,78.9,117.96
HMDB0049529,78.9,121.71
HMDB0049530,78.9,121.02
HMDB0049531,78.9,124.96
HMDB0049532,78.9,122.79
HMDB0049533,61.83,123.03
HMDB0049534,78.9,120.7
HMDB0049535,78.9,120.81
HMDB0049536,78.9,124.97
HMDB0049537,78.9,122.69
HMDB0049538,78.9,129.2
HMDB0049539,78.9,133.57
HMDB0049540,78.9,119.44
HMDB0049541,78.9,118.5
HMDB0049542,78.9,123.95
HMDB0049543,78.9,121.32
HMDB0049544,78.9,120.41
HMDB0049545,78.9,128.07
HMDB0049546,78.9,126.21
HMDB0049547,78.9,122.66
HMDB0049548,78.9,118.66
HMDB0049549,78.9,116.93
HMDB0049550,78.9,120.14
HMDB0049551,78.9,120.0
HMDB0049552,78.9,123.39
HMDB0049553,78.9,120.93
HMDB0049554,61.83,122.9
HMDB0049555,78.9,114.89
HMDB0049556,78.9,115.01
HMDB0049557,78.9,119.15
HMDB0049558,78.9,117.18
HMDB0049559,78.9,123.37
HMDB0049560,78.9,127.75
HMDB0049561,78.9,113.62
HMDB0049562,78.9,112.91
HMDB0049563,78.9,117.84
HMDB0049564,78.9,116.73
HMDB0049565,78.9,115.15
HMDB0049566,78.9,122.01
HMDB0049567,78.9,120.22
HMDB0049568,78.9,117.93
HMDB0049569,78.9,112.99
HMDB0049570,78.9,111.47
HMDB0049571,78.9,115.33
HMDB0049572,78.9,114.43
HMDB0049573,78.9,117.99
HMDB0049574,78.9,116.66
HMDB0049575,61.83,116.41
HMDB0049576,78.9,114.35
HMDB0049577,78.9,114.39
HMDB0049578,78.9,118.3
HMDB0049579,78.9,116.36
HMDB0049580,78.9,122.6
HMDB0049581,78.9,127.15
HMDB0049582,78.9,112.9
HMDB0049583,78.9,112.22
HMDB0049584,78.9,117.21
HMDB0049585,78.9,115.03
HMDB0049586,78.9,113.41
HMDB0049587,78.9,121.41
HMDB0049588,78.9,119.74
HMDB0049589,78.9,116.88
HMDB0049590,78.9,112.16
HMDB0049591,78.9,110.55
HMDB0049592,78.9,113.78
HMDB0049593,78.9,113.46
HMDB0049594,78.9,116.82
HMDB0049595,78.9,115.28
HMDB0049596,61.83,115.9
HMDB0049597,78.9,118.49
HMDB0049598,78.9,118.67
HMDB0049599,78.9,122.6
HMDB0049600,78.9,120.43
HMDB0049601,78.9,127.05
HMDB0049602,78.9,131.36
HMDB0049603,78.9,117.25
HMDB0049604,78.9,116.44
HMDB0049605,78.9,121.35
HMDB0049606,78.9,119.25
HMDB0049607,78.9,117.64
HMDB0049608,78.9,125.54
HMDB0049609,78.9,123.9
HMDB0049610,78.9,120.9
HMDB0049611,78.9,116.61
HMDB0049612,78.9,114.91
HMDB0049613,78.9,118.02
HMDB0049614,78.9,117.72
HMDB0049615,78.9,120.96
HMDB0049616,78.9,119.41
HMDB0049617,61.83,120.21
HMDB0049618,78.9,117.14
HMDB0049619,78.9,117.16
HMDB0049620,78.9,121.39
HMDB0049621,78.9,119.06
HMDB0049622,78.9,125.59
HMDB0049623,78.9,129.95
HMDB0049624,78.9,115.87
HMDB0049625,78.9,114.77
HMDB0049626,78.9,120.3
HMDB0049627,78.9,118.08
HMDB0049628,78.9,117.02
HMDB0049629,78.9,124.43
HMDB0049630,78.9,122.55
HMDB0049631,78.9,119.19
HMDB0049632,78.9,115.06
HMDB0049633,78.9,113.28
HMDB0049634,78.9,116.67
HMDB0049635,78.9,116.3
HMDB0049636,78.9,120.1
HMDB0049637,78.9,117.4
HMDB0049638,61.83,117.86
HMDB0049639,78.9,120.12
HMDB0049640,78.9,120.31
HMDB0049641,78.9,124.55
HMDB0049642,78.9,122.41
HMDB0049643,78.9,128.6
HMDB0049644,78.9,133.11
HMDB0049645,78.9,118.84
HMDB0049646,78.9,118.46
HMDB0049647,78.9,123.16
HMDB0049648,78.9,121.26
HMDB0049649,78.9,120.82
HMDB0049650,78.9,127.33
HMDB0049651,78.9,126.02
HMDB0049652,78.9,123.06
HMDB0049653,78.9,118.46
HMDB0049654,78.9,116.76
HMDB0049655,78.9,120.6
HMDB0049656,78.9,119.49
HMDB0049657,78.9,123.56
HMDB0049658,78.9,121.61
HMDB0049659,61.83,121.8
HMDB0049660,78.9,119.79
HMDB0049661,78.9,119.74
HMDB0049662,78.9,123.95
HMDB0049663,78.9,121.72
HMDB0049664,78.9,128.26
HMDB0049665,78.9,132.57
HMDB0049666,78.9,118.43
HMDB0049667,78.9,117.45
HMDB0049668,78.9,122.9
HMDB0049669,78.9,119.93
HMDB0049670,78.9,118.94
HMDB0049671,78.9,127.06
HMDB0049672,78.9,125.18
HMDB0049673,78.9,121.4
HMDB0049674,78.9,117.59
HMDB0049675,78.9,115.87
HMDB0049676,78.9,118.73
HMDB0049677,78.9,118.83
HMDB0049678,78.9,122.07
HMDB0049679,78.9,119.53
HMDB0049680,61.83,121.89
HMDB0049681,61.83,119.38
HMDB0049682,61.83,119.42
HMDB0049683,61.83,123.66
HMDB0049684,61.83,121.57
HMDB0049685,61.83,128.0
HMDB0049686,61.83,132.39
HMDB0049687,61.83,118.07
HMDB0049688,61.83,117.11
HMDB0049689,61.83,122.46
HMDB0049690,61.83,121.08
HMDB0049691,61.83,119.79
HMDB0049692,61.83,126.77
HMDB0049693,61.83,125.05
HMDB0049694,61.83,122.13
HMDB0049695,61.83,117.4
HMDB0049696,61.83,115.49
HMDB0049697,61.83,119.47
HMDB0049698,61.83,118.59
HMDB0049699,61.83,122.64
HMDB0049700,61.83,120.59
HMDB0049702,78.9,114.5
HMDB0049703,78.9,112.18
HMDB0049704,78.9,118.77
HMDB0049705,78.9,123.12
HMDB0049707,78.9,108.26
HMDB0049708,78.9,113.07
HMDB0049709,78.9,111.52
HMDB0049711,78.9,117.36
HMDB0049712,78.9,115.58
HMDB0049713,78.9,113.36
HMDB0049714,78.9,108.3
HMDB0049715,78.9,106.69
HMDB0049716,78.9,110.49
HMDB0049717,78.9,109.45
HMDB0049718,78.9,113.59
HMDB0049719,78.9,111.93
HMDB0049720,61.83,112.04
HMDB0049721,78.9,112.49
HMDB0049722,78.9,116.66
HMDB0049723,78.9,114.32
HMDB0049724,78.9,120.88
HMDB0049725,78.9,125.29
HMDB0049726,78.9,110.98
HMDB0049727,78.9,110.34
HMDB0049728,78.9,115.3
HMDB0049729,78.9,113.69
HMDB0049730,78.9,112.81
HMDB0049731,78.9,119.39
HMDB0049732,78.9,117.74
HMDB0049733,78.9,115.57
HMDB0049734,78.9,110.41
HMDB0049735,78.9,108.8
HMDB0049736,78.9,112.64
HMDB0049737,78.9,111.6
HMDB0049738,78.9,115.83
HMDB0049739,78.9,114.16
HMDB0049740,61.83,114.12
HMDB0049741,78.9,114.61
HMDB0049742,78.9,118.77
HMDB0049743,78.9,116.44
HMDB0049744,78.9,122.96
HMDB0049745,78.9,127.43
HMDB0049746,78.9,113.1
HMDB0049747,78.9,112.47
HMDB0049748,78.9,117.4
HMDB0049749,78.9,115.78
HMDB0049750,78.9,114.96
HMDB0049751,78.9,121.56
HMDB0049752,78.9,119.83
HMDB0049753,78.9,117.74
HMDB0049755,78.9,110.93
HMDB0049756,78.9,114.71
HMDB0049760,61.83,116.32
HMDB0049761,78.9,118.98
HMDB0049762,78.9,123.11
HMDB0049763,78.9,120.73
HMDB0049764,78.9,127.26
HMDB0049765,78.9,131.45
HMDB0049766,78.9,117.5
HMDB0049767,78.9,116.81
HMDB0049768,78.9,121.62
HMDB0049769,78.9,120.13
HMDB0049770,78.9,119.32
HMDB0049771,78.9,125.8
HMDB0049772,78.9,124.15
HMDB0049773,78.9,121.98
HMDB0049775,78.9,115.32
HMDB0049776,78.9,119.15
HMDB0049777,78.9,118.11
HMDB0049778,78.9,122.41
HMDB0049779,78.9,120.68
HMDB0049780,61.83,120.63
HMDB0049781,78.9,123.3
HMDB0049783,78.9,125.05
HMDB0049784,78.9,131.59
HMDB0049785,78.9,135.55
HMDB0049786,78.9,121.83
HMDB0049787,78.9,121.15
HMDB0049788,78.9,125.98
HMDB0049789,78.9,124.48
HMDB0049791,78.9,130.16
HMDB0049792,78.9,128.49
HMDB0049793,78.9,126.33
HMDB0049794,78.9,121.23
HMDB0049795,78.9,119.63
HMDB0049796,78.9,123.51
HMDB0049797,78.9,122.45
HMDB0049798,78.9,126.54
HMDB0049799,78.9,124.97
HMDB0049800,61.83,124.81
HMDB0049801,78.9,127.64
HMDB0049802,78.9,131.76
HMDB0049803,78.9,129.41
HMDB0049804,78.9,135.94
HMDB0049805,78.9,139.84
HMDB0049806,78.9,126.15
HMDB0049807,78.9,125.5
HMDB0049808,78.9,130.32
HMDB0049809,78.9,128.8
HMDB0049810,78.9,127.98
HMDB0049811,78.9,134.5
HMDB0049812,78.9,132.83
HMDB0049813,78.9,130.5
HMDB0049814,78.9,125.6
HMDB0049815,78.9,123.97
HMDB0049816,78.9,127.78
HMDB0049817,78.9,126.79
HMDB0049818,78.9,130.88
HMDB0049819,78.9,129.3
HMDB0049820,61.83,129.22
HMDB0049821,78.9,132.0
HMDB0049822,78.9,136.11
HMDB0049823,78.9,133.75
HMDB0049824,78.9,140.25
HMDB0049825,78.9,144.14
HMDB0049826,78.9,130.52
HMDB0049827,78.9,129.84
HMDB0049828,78.9,134.67
HMDB0049829,78.9,133.15
HMDB0049830,78.9,132.35
HMDB0049831,78.9,138.85
HMDB0049832,78.9,137.18
HMDB0049833,78.9,134.92
HMDB0049834,78.9,129.94
HMDB0049835,78.9,128.31
HMDB0049836,78.9,132.15
HMDB0049837,78.9,131.13
HMDB0049838,78.9,135.25
HMDB0049839,78.9,133.63
HMDB0049840,61.83,133.41
HMDB0049841,78.9,109.1
HMDB0049842,78.9,113.32
HMDB0049843,78.9,111.0
HMDB0049844,78.9,117.53
HMDB0049845,78.9,121.86
HMDB0049846,78.9,107.73
HMDB0049847,78.9,106.98
HMDB0049848,78.9,112.01
HMDB0049849,78.9,110.3
HMDB0049850,78.9,109.48
HMDB0049851,78.9,116.22
HMDB0049852,78.9,114.28
HMDB0049853,78.9,111.59
HMDB0049854,78.9,106.93
HMDB0049855,78.9,105.28
HMDB0049856,78.9,108.75
HMDB0049857,78.9,108.06
HMDB0049858,78.9,112.45
HMDB0049859,78.9,110.56
HMDB0049860,61.83,110.33
HMDB0049861,78.9,112.7
HMDB0049862,78.9,116.94
HMDB0049863,78.9,114.89
HMDB0049864,78.9,121.31
HMDB0049865,78.9,125.61
HMDB0049866,78.9,111.32
HMDB0049867,78.9,110.8
HMDB0049868,78.9,115.72
HMDB0049869,78.9,114.54
HMDB0049870,78.9,113.07
HMDB0049871,78.9,119.99
HMDB0049872,78.9,118.29
HMDB0049873,78.9,116.5
HMDB0049874,78.9,110.8
HMDB0049875,78.9,109.16
HMDB0049876,78.9,113.35
HMDB0049877,78.9,112.14
HMDB0049878,78.9,116.08
HMDB0049879,78.9,115.14
HMDB0049880,61.83,114.88
HMDB0049882,78.9,121.17
HMDB0049883,78.9,119.02
HMDB0049884,78.9,125.48
HMDB0049885,78.9,129.79
HMDB0049887,78.9,115.02
HMDB0049888,78.9,119.87
HMDB0049889,78.9,119.09
HMDB0049890,78.9,117.29
HMDB0049891,78.9,124.2
HMDB0049892,78.9,122.58
HMDB0049893,78.9,120.26
HMDB0049894,78.9,115.03
HMDB0049895,78.9,113.45
HMDB0049896,78.9,117.84
HMDB0049897,78.9,116.34
HMDB0049898,78.9,120.55
HMDB0049899,78.9,118.9
HMDB0049900,61.83,119.13
HMDB0049905,78.9,130.18
HMDB0049908,78.9,120.44
HMDB0049909,78.9,118.77
HMDB0049911,78.9,124.65
HMDB0049913,78.9,119.92
HMDB0049915,78.9,113.73
HMDB0049916,78.9,117.21
HMDB0049920,61.83,118.71
HMDB0049921,78.9,121.86
HMDB0049923,78.9,123.55
HMDB0049924,78.9,130.16
HMDB0049925,78.9,134.31
HMDB0049926,78.9,120.38
HMDB0049927,78.9,119.53
HMDB0049928,78.9,124.61
HMDB0049929,78.9,123.31
HMDB0049931,78.9,128.8
HMDB0049932,78.9,126.92
HMDB0049933,78.9,124.29
HMDB0049934,78.9,119.5
HMDB0049935,78.9,117.92
HMDB0049936,78.9,121.65
HMDB0049937,78.9,120.7
HMDB0049938,78.9,125.21
HMDB0049939,78.9,123.03
HMDB0049940,61.83,123.05
HMDB0049941,78.9,120.1
HMDB0049942,78.9,124.34
HMDB0049943,78.9,122.02
HMDB0049944,78.9,128.55
HMDB0049945,78.9,132.89
HMDB0049946,78.9,118.79
HMDB0049947,78.9,117.86
HMDB0049948,78.9,123.08
HMDB0049949,78.9,120.69
HMDB0049950,78.9,119.62
HMDB0049951,78.9,127.26
HMDB0049952,78.9,125.53
HMDB0049953,78.9,121.83
HMDB0049954,78.9,117.94
HMDB0049955,78.9,116.18
HMDB0049956,78.9,119.24
HMDB0049957,78.9,118.96
HMDB0049958,78.9,122.61
HMDB0049959,78.9,119.91
HMDB0049960,61.83,120.4
HMDB0049961,78.9,126.09
HMDB0049962,78.9,130.21
HMDB0049963,78.9,127.73
HMDB0049964,78.9,134.37
HMDB0049965,78.9,138.46
HMDB0049966,78.9,124.58
HMDB0049967,78.9,123.72
HMDB0049968,78.9,128.8
HMDB0049969,78.9,126.91
HMDB0049970,78.9,126.35
HMDB0049971,78.9,132.99
HMDB0049972,78.9,131.13
HMDB0049973,78.9,128.74
HMDB0049974,78.9,123.79
HMDB0049975,78.9,122.15
HMDB0049976,78.9,126.03
HMDB0049977,78.9,124.92
HMDB0049978,78.9,129.35
HMDB0049979,78.9,127.41
HMDB0049980,61.83,127.36
HMDB0049981,78.9,130.35
HMDB0049982,78.9,134.44
HMDB0049983,78.9,131.97
HMDB0049984,78.9,138.6
HMDB0049985,78.9,142.72
HMDB0049986,78.9,128.8
HMDB0049987,78.9,127.97
HMDB0049988,78.9,133.03
HMDB0049989,78.9,131.32
HMDB0049990,78.9,130.6
HMDB0049991,78.9,136.89
HMDB0049992,78.9,135.3
HMDB0049993,78.9,133.08
HMDB0049994,78.9,128.08
HMDB0049995,78.9,126.45
HMDB0049996,78.9,130.25
HMDB0049997,78.9,129.23
HMDB0049998,78.9,133.58
HMDB0049999,78.9,131.82
HMDB0050000,61.83,131.72
HMDB0050001,78.9,115.97
HMDB0050003,78.9,118.28
HMDB0050004,78.9,124.42
HMDB0050005,78.9,128.75
HMDB0050007,78.9,113.98
HMDB0050008,78.9,118.88
HMDB0050009,78.9,117.14
HMDB0050011,78.9,123.13
HMDB0050012,78.9,121.35
HMDB0050013,78.9,119.11
HMDB0050014,78.9,114.16
HMDB0050015,78.9,112.4
HMDB0050016,78.9,116.59
HMDB0050017,78.9,115.48
HMDB0050018,78.9,119.24
HMDB0050019,78.9,117.93
HMDB0050020,61.83,117.5
HMDB0050021,78.9,115.17
HMDB0050022,78.9,119.34
HMDB0050023,78.9,117.17
HMDB0050024,78.9,123.61
HMDB0050025,78.9,127.96
HMDB0050026,78.9,113.63
HMDB0050027,78.9,113.06
HMDB0050028,78.9,117.91
HMDB0050029,78.9,116.49
HMDB0050030,78.9,114.87
HMDB0050031,78.9,122.19
HMDB0050032,78.9,120.53
HMDB0050033,78.9,118.13
HMDB0050034,78.9,113.16
HMDB0050035,78.9,111.46
HMDB0050036,78.9,115.18
HMDB0050037,78.9,114.46
HMDB0050038,78.9,118.22
HMDB0050039,78.9,116.57
HMDB0050040,61.83,116.53
HMDB0050041,78.9,120.33
HMDB0050042,78.9,123.98
HMDB0050043,78.9,122.28
HMDB0050044,78.9,128.52
HMDB0050045,78.9,132.86
HMDB0050046,78.9,118.77
HMDB0050047,78.9,118.01
HMDB0050048,78.9,123.07
HMDB0050049,78.9,121.75
HMDB0050050,78.9,120.71
HMDB0050051,78.9,127.29
HMDB0050052,78.9,125.68
HMDB0050053,78.9,123.31
HMDB0050054,78.9,118.29
HMDB0050055,78.9,116.48
HMDB0050056,78.9,120.73
HMDB0050057,78.9,119.64
HMDB0050058,78.9,123.81
HMDB0050059,78.9,122.03
HMDB0050060,61.83,121.85
HMDB0050061,78.9,119.02
HMDB0050062,78.9,123.28
HMDB0050063,78.9,121.23
HMDB0050064,78.9,127.81
HMDB0050065,78.9,132.08
HMDB0050066,78.9,117.86
HMDB0050067,78.9,117.23
HMDB0050068,78.9,122.04
HMDB0050069,78.9,120.72
HMDB0050070,78.9,119.01
HMDB0050071,78.9,126.34
HMDB0050072,78.9,124.83
HMDB0050073,78.9,122.07
HMDB0050074,78.9,117.39
HMDB0050075,78.9,115.72
HMDB0050076,78.9,119.45
HMDB0050077,78.9,118.67
HMDB0050078,78.9,122.36
HMDB0050079,78.9,120.53
HMDB0050080,61.83,120.71
HMDB0050081,78.9,118.22
