hmdb_primary,pka_strongest_acidic,pka_strongest_basic
HMDB0088618,1.59,-3.4
HMDB0088619,1.59,-3.4
HMDB0088620,1.59,-3.4
HMDB0088621,1.59,-3.4
HMDB0088622,1.59,-3.4
HMDB0088623,1.59,-3.4
HMDB0088624,1.59,-3.4
HMDB0088625,1.59,-3.4
HMDB0088626,1.59,-3.4
HMDB0088627,1.59,-3.4
HMDB0088628,1.59,-3.4
HMDB0088629,1.59,-3.4
HMDB0088630,1.59,-3.4
HMDB0088631,1.59,-3.4
HMDB0088632,1.59,-3.4
HMDB0088633,1.59,-3.4
HMDB0088634,1.59,-3.4
HMDB0088635,1.59,-3.4
HMDB0088636,1.59,-3.4
HMDB0088637,1.59,-3.4
HMDB0088638,1.59,-3.4
HMDB0088639,1.59,-3.4
HMDB0088640,1.59,-3.4
HMDB0088641,1.59,-3.4
HMDB0088642,1.59,-3.4
HMDB0088643,1.59,-3.4
HMDB0088644,1.59,-3.4
HMDB0088645,1.59,-3.4
HMDB0088646,1.59,-3.4
HMDB0088647,1.59,-3.4
HMDB0088648,1.59,-3.4
HMDB0088649,1.59,-3.4
HMDB0088650,1.59,-3.4
HMDB0088651,1.59,-3.4
HMDB0088652,1.59,-3.4
HMDB0088653,1.59,-3.4
HMDB0088654,1.59,-3.4
HMDB0088655,1.59,-3.4
HMDB0088656,1.59,-3.4
HMDB0088657,1.59,-3.4
HMDB0088658,1.59,-3.4
HMDB0088659,1.59,-3.4
HMDB0088660,1.59,-3.4
HMDB0088661,1.59,-3.4
HMDB0088662,1.59,-3.4
HMDB0088663,1.59,-3.4
HMDB0088664,1.59,-3.4
HMDB0088665,1.59,-3.4
HMDB0088666,1.59,-3.4
HMDB0088667,1.59,-3.4
HMDB0088668,1.59,-3.4
HMDB0088669,1.59,-3.4
HMDB0088670,1.59,-3.4
HMDB0088671,1.59,-3.4
HMDB0088672,1.59,-3.4
HMDB0088673,1.59,-3.4
HMDB0088674,1.59,-3.4
HMDB0088675,1.59,-3.4
HMDB0088676,1.59,-3.4
HMDB0088677,1.59,-3.4
HMDB0088678,1.59,-3.4
HMDB0088679,1.59,-3.4
HMDB0088680,1.59,-3.4
HMDB0088681,1.59,-3.4
HMDB0088682,1.59,-3.4
HMDB0088683,1.59,-3.4
HMDB0088684,1.59,-3.4
HMDB0088685,1.59,-3.4
HMDB0088686,1.59,-3.4
HMDB0088687,1.59,-3.4
HMDB0088688,1.59,-3.4
HMDB0088689,1.59,-3.4
HMDB0088690,1.59,-3.4
HMDB0088691,1.59,-3.4
HMDB0088692,1.59,-3.4
HMDB0088693,1.59,-3.4
HMDB0088694,1.59,-3.4
HMDB0088695,1.59,-3.4
HMDB0088696,1.59,-3.4
HMDB0088697,1.59,-3.4
HMDB0088698,1.59,-3.4
HMDB0088699,1.59,-3.4
HMDB0088700,1.59,-3.4
HMDB0088701,1.59,-3.4
HMDB0088702,1.59,-3.4
HMDB0088703,1.59,-3.4
HMDB0088704,1.59,-3.4
HMDB0088705,1.59,-3.4
HMDB0088706,1.59,-3.4
HMDB0088707,1.59,-3.4
HMDB0088708,1.59,-3.4
HMDB0088709,1.59,-3.4
HMDB0088710,1.59,-3.4
HMDB0088711,1.59,-3.4
HMDB0088712,1.59,-3.4
HMDB0088713,1.59,-3.4
HMDB0088714,1.59,-3.4
HMDB0088715,1.59,-3.4
HMDB0088716,1.59,-3.4
HMDB0088717,1.59,-3.4
HMDB0088718,1.59,-3.4
HMDB0088719,1.59,-3.4
HMDB0088720,1.59,-3.4
HMDB0088721,1.59,-3.4
HMDB0088722,1.59,-3.4
HMDB0088723,1.59,-3.4
HMDB0088724,1.59,-3.4
HMDB0088725,1.59,-3.4
HMDB0088726,1.59,-3.4
HMDB0088727,1.59,-3.4
HMDB0088728,1.59,-3.4
HMDB0088729,1.59,-3.4
HMDB0088730,1.59,-3.4
HMDB0088731,1.59,-3.4
HMDB0088732,1.59,-3.4
HMDB0088733,1.59,-3.4
HMDB0088734,1.59,-3.4
HMDB0088735,1.59,-3.4
HMDB0088736,1.59,-3.4
HMDB0088737,1.59,-3.4
HMDB0088738,1.59,-3.4
HMDB0088739,1.59,-3.4
HMDB0088740,1.59,-3.4
HMDB0088741,1.59,-3.4
HMDB0088742,1.59,-3.4
HMDB0088743,1.59,-3.4
HMDB0088744,1.59,-3.4
HMDB0088745,1.59,-3.4
HMDB0088746,1.59,-3.4
HMDB0088747,1.59,-3.4
HMDB0088748,1.59,-3.4
HMDB0088749,1.59,-3.4
HMDB0088750,1.59,-3.4
HMDB0088751,1.59,-3.4
HMDB0088752,1.59,-3.4
HMDB0088753,1.59,-3.4
HMDB0088754,1.59,-3.4
HMDB0088755,1.59,-3.4
HMDB0088756,1.59,-3.4
HMDB0088757,1.59,-3.4
HMDB0088758,1.59,-3.4
HMDB0088759,1.59,-3.4
HMDB0088760,1.59,-3.4
HMDB0088761,1.59,-3.4
HMDB0088762,1.59,-3.4
HMDB0088763,1.59,-3.4
HMDB0088764,1.59,-3.4
HMDB0088765,1.59,-3.4
HMDB0088766,1.59,-3.4
HMDB0088767,1.59,-3.4
HMDB0088768,1.59,-3.4
HMDB0088769,1.59,-3.4
HMDB0088770,1.59,-3.4
HMDB0088771,1.59,-3.4
HMDB0088772,1.59,-3.4
HMDB0088773,1.59,-3.4
HMDB0088774,1.59,-3.4
HMDB0088775,1.59,-3.4
HMDB0088776,1.59,-3.4
HMDB0088777,1.59,-3.4
HMDB0088778,1.59,-3.4
HMDB0088779,1.59,-3.4
HMDB0088780,1.59,-3.4
HMDB0088781,1.59,-3.4
HMDB0088782,1.59,-3.4
HMDB0088783,1.59,-3.4
HMDB0088784,1.59,-3.4
HMDB0088785,1.59,-3.4
HMDB0088786,1.59,-3.4
HMDB0088787,1.59,-3.4
HMDB0088788,1.59,-3.4
HMDB0088789,1.59,-3.4
HMDB0088790,1.59,-3.4
HMDB0088791,1.59,-3.4
HMDB0088792,1.59,-3.4
HMDB0088793,1.59,-3.4
HMDB0088794,1.59,-3.4
HMDB0088795,1.59,-3.4
HMDB0088796,1.59,-3.4
HMDB0088797,1.59,-3.4
HMDB0088798,1.59,-3.4
HMDB0088799,1.59,-3.4
HMDB0088800,1.59,-3.4
HMDB0088801,1.59,-3.4
HMDB0088802,1.59,-3.4
HMDB0088803,1.59,-3.4
HMDB0088804,1.59,-3.4
HMDB0088805,1.59,-3.4
HMDB0088806,1.59,-3.4
HMDB0088807,1.59,-3.4
HMDB0088808,1.59,-3.4
HMDB0088809,1.59,-3.4
HMDB0088810,1.59,-3.4
HMDB0088811,1.59,-3.4
HMDB0088812,1.59,-3.4
HMDB0088813,1.59,-3.4
HMDB0088814,1.59,-3.4
HMDB0088815,1.59,-3.4
HMDB0088816,1.59,-3.4
HMDB0088817,1.59,-3.4
HMDB0088818,1.59,-3.4
HMDB0088819,1.59,-3.4
HMDB0088820,1.59,-3.4
HMDB0088821,1.59,-3.4
HMDB0088822,1.59,-3.4
HMDB0088823,1.59,-3.4
HMDB0088824,1.59,-3.4
HMDB0088825,1.59,-3.4
HMDB0088826,1.59,-3.4
HMDB0088827,1.59,-3.4
HMDB0088828,1.59,-3.4
HMDB0088829,1.59,-3.4
HMDB0088830,1.59,-3.4
HMDB0088831,1.59,-3.4
HMDB0088832,1.59,-3.4
HMDB0088833,1.59,-3.4
HMDB0088834,1.59,-3.4
HMDB0088835,1.59,-3.4
HMDB0088836,1.59,-3.4
HMDB0088837,1.59,-3.4
HMDB0088838,1.59,-3.4
HMDB0088839,1.59,-3.4
HMDB0088840,1.59,-3.4
HMDB0088841,1.59,-3.4
HMDB0088842,1.59,-3.4
HMDB0088843,1.59,-3.4
HMDB0088844,1.59,-3.4
HMDB0088845,1.59,-3.4
HMDB0088846,1.59,-3.4
HMDB0088847,1.59,-3.4
HMDB0088848,1.59,-3.4
HMDB0088849,1.59,-3.4
HMDB0088850,1.59,-3.4
HMDB0088851,1.59,-3.4
HMDB0088852,1.59,-3.4
HMDB0088853,1.59,-3.4
HMDB0088854,1.59,-3.4
HMDB0088855,1.59,-3.4
HMDB0088856,1.59,-3.4
HMDB0088857,1.59,-3.4
HMDB0088858,1.59,-3.4
HMDB0088859,1.59,-3.4
HMDB0088860,1.59,-3.4
HMDB0088861,1.59,-3.4
HMDB0088862,1.59,-3.4
HMDB0088863,1.59,-3.4
HMDB0088864,1.59,-3.4
HMDB0088865,1.59,-3.4
HMDB0088866,1.59,-3.4
HMDB0088867,1.59,-3.4
HMDB0088868,1.59,-3.4
HMDB0088869,1.59,-3.4
HMDB0088870,1.59,-3.4
HMDB0088871,1.59,-3.4
HMDB0088872,1.59,-3.4
HMDB0088873,1.59,-3.4
HMDB0088874,1.59,-3.4
HMDB0088875,1.59,-3.4
HMDB0088876,1.59,-3.4
HMDB0088877,1.59,-3.4
HMDB0088878,1.59,-3.4
HMDB0088879,1.59,-3.4
HMDB0088880,1.59,-3.4
HMDB0088881,1.59,-3.4
HMDB0088882,1.59,-3.4
HMDB0088883,1.59,-3.4
HMDB0088884,1.59,-3.4
HMDB0088885,1.59,-3.4
HMDB0088886,1.59,-3.4
HMDB0088887,1.59,-3.4
HMDB0088888,1.59,-3.4
HMDB0088889,1.59,-3.4
HMDB0088890,1.59,-3.4
HMDB0088891,1.59,-3.4
HMDB0088892,1.59,-3.4
HMDB0088893,1.59,-3.4
HMDB0088894,1.59,-3.4
HMDB0088895,1.59,-3.4
HMDB0088896,1.59,-3.4
HMDB0088897,1.59,-3.4
HMDB0088898,1.59,-3.4
HMDB0088899,1.59,-3.4
HMDB0088900,1.59,-3.4
HMDB0088901,1.59,-3.4
HMDB0088902,1.59,-3.4
HMDB0088903,1.59,-3.4
HMDB0088904,1.59,-3.4
HMDB0088905,1.59,-3.4
HMDB0088906,1.59,-3.4
HMDB0088907,1.59,-3.4
HMDB0088908,1.59,-3.4
HMDB0088909,1.59,-3.4
HMDB0088910,1.59,-3.4
HMDB0088911,1.59,-3.4
HMDB0088912,1.59,-3.4
HMDB0088913,1.59,-3.4
HMDB0088914,1.59,-3.4
HMDB0088915,1.59,-3.4
HMDB0088916,1.59,-3.4
HMDB0088917,1.59,-3.4
HMDB0088918,1.59,-3.4
HMDB0088919,1.59,-3.4
HMDB0088920,1.59,-3.4
HMDB0088921,1.59,-3.4
HMDB0088922,1.59,-3.4
HMDB0088923,1.59,-3.4
HMDB0088924,1.59,-3.4
HMDB0088925,1.59,-3.4
HMDB0088926,1.59,-3.4
HMDB0088927,1.59,-3.4
HMDB0088928,1.59,-3.4
HMDB0088929,1.59,-3.4
HMDB0088930,1.59,-3.4
HMDB0088931,1.59,-3.4
HMDB0088932,1.59,-3.4
HMDB0088933,1.59,-3.4
HMDB0088934,1.59,-3.4
HMDB0088935,1.59,-3.4
HMDB0088936,1.59,-3.4
HMDB0088937,1.59,-3.4
HMDB0088938,1.59,-3.4
HMDB0088939,1.59,-3.4
HMDB0088940,1.59,-3.4
HMDB0088941,1.59,-3.4
HMDB0088942,1.59,-3.4
HMDB0088943,1.59,-3.4
HMDB0088944,1.59,-3.4
HMDB0088945,1.59,-3.4
HMDB0088946,1.59,-3.4
HMDB0088947,1.59,-3.4
HMDB0088948,1.59,-3.4
HMDB0088949,1.59,-3.4
HMDB0088950,1.59,-3.4
HMDB0088951,1.59,-3.4
HMDB0088952,1.59,-3.4
HMDB0088953,1.59,-3.4
HMDB0088954,1.59,-3.4
HMDB0088955,1.59,-3.4
HMDB0088956,1.59,-3.4
HMDB0088957,1.59,-3.4
HMDB0088958,1.59,-3.4
HMDB0088959,1.59,-3.4
HMDB0088960,1.59,-3.4
HMDB0088961,1.59,-3.4
HMDB0088962,1.59,-3.4
HMDB0088963,1.59,-3.4
HMDB0088964,1.59,-3.4
HMDB0088965,1.59,-3.4
HMDB0088966,1.59,-3.4
HMDB0088967,1.59,-3.4
HMDB0088968,1.59,-3.4
HMDB0088969,1.59,-3.4
HMDB0088970,1.59,-3.4
HMDB0088971,1.59,-3.4
HMDB0088972,1.59,-3.4
HMDB0088973,1.59,-3.4
HMDB0088974,1.59,-3.4
HMDB0088975,1.59,-3.4
HMDB0088976,1.59,-3.4
HMDB0088977,1.59,-3.4
HMDB0088978,1.59,-3.4
HMDB0088979,1.59,-3.4
HMDB0088980,1.59,-3.4
HMDB0088981,1.59,-3.4
HMDB0088982,1.59,-3.4
HMDB0088983,1.59,-3.4
HMDB0088984,1.59,-3.4
HMDB0088985,1.59,-3.4
HMDB0088986,1.59,-3.4
HMDB0088987,1.59,-3.4
HMDB0088988,1.59,-3.4
HMDB0088989,1.59,-3.4
HMDB0088990,1.59,-3.4
HMDB0088991,1.59,-3.4
HMDB0088992,1.59,-3.4
HMDB0088993,1.59,-3.4
HMDB0088994,1.59,-3.4
HMDB0088995,1.59,-3.4
HMDB0088996,1.59,-3.4
HMDB0088997,1.59,-3.4
HMDB0088998,1.59,-3.4
HMDB0088999,1.59,-3.4
HMDB0089000,1.59,-3.4
HMDB0089001,1.59,-3.4
HMDB0089002,1.59,-3.4
HMDB0089003,1.59,-3.4
HMDB0089004,1.59,-3.4
HMDB0089005,1.59,-3.4
HMDB0089006,1.59,-3.4
HMDB0089007,1.59,-3.4
HMDB0089008,1.59,-3.4
HMDB0089009,1.59,-3.4
HMDB0089010,1.59,-3.4
HMDB0089011,1.59,-3.4
HMDB0089012,1.59,-3.4
HMDB0089013,1.59,-3.4
HMDB0089014,1.59,-3.4
HMDB0089015,1.59,-3.4
HMDB0089016,1.59,-3.4
HMDB0089017,1.59,-3.4
HMDB0089018,1.59,-3.4
HMDB0089019,1.59,-3.4
HMDB0089020,1.59,-3.4
HMDB0089021,1.59,-3.4
HMDB0089022,1.59,-3.4
HMDB0089023,1.59,-3.4
HMDB0089024,1.59,-3.4
HMDB0089025,1.59,-3.4
HMDB0089026,1.59,-3.4
HMDB0089027,1.59,-3.4
HMDB0089028,1.59,-3.4
HMDB0089029,1.59,-3.4
HMDB0089030,1.59,-3.4
HMDB0089031,1.59,-3.4
HMDB0089032,1.59,-3.4
HMDB0089033,1.59,-3.4
HMDB0089034,1.59,-3.4
HMDB0089035,1.59,-3.4
HMDB0089036,1.59,-3.4
HMDB0089037,1.59,-3.4
HMDB0089038,1.59,-3.4
HMDB0089039,1.59,-3.4
HMDB0089040,1.59,-3.4
HMDB0089041,1.59,-3.4
HMDB0089042,1.59,-3.4
HMDB0089043,1.59,-3.4
HMDB0089044,1.59,-3.4
HMDB0089045,1.59,-3.4
HMDB0089046,1.59,-3.4
HMDB0089047,1.59,-3.4
HMDB0089048,1.59,-3.4
HMDB0089049,1.59,-3.4
HMDB0089050,1.59,-3.4
HMDB0089051,1.59,-3.4
HMDB0089052,1.59,-3.4
HMDB0089053,1.59,-3.4
HMDB0089054,1.59,-3.4
HMDB0089055,1.59,-3.4
HMDB0089056,1.59,-3.4
HMDB0089057,1.59,-3.4
HMDB0089058,1.59,-3.4
HMDB0089059,1.59,-3.4
HMDB0089060,1.59,-3.4
HMDB0089061,1.59,-3.4
HMDB0089062,1.59,-3.4
HMDB0089063,1.59,-3.4
HMDB0089064,1.59,-3.4
HMDB0089065,1.59,-3.4
HMDB0089066,1.59,-3.4
HMDB0089067,1.59,-3.4
HMDB0089068,1.59,-3.4
HMDB0089069,1.59,-3.4
HMDB0089070,1.59,-3.4
HMDB0089071,1.59,-3.4
HMDB0089072,1.59,-3.4
HMDB0089073,1.59,-3.4
HMDB0089074,1.59,-3.4
HMDB0089075,1.59,-3.4
HMDB0089076,1.59,-3.4
HMDB0089077,1.59,-3.4
HMDB0089078,1.59,-3.4
HMDB0089079,1.59,-3.4
HMDB0089080,1.59,-3.4
HMDB0089081,1.59,-3.4
HMDB0089082,1.59,-3.4
HMDB0089083,1.59,-3.4
HMDB0089084,1.59,-3.4
HMDB0089085,1.59,-3.4
HMDB0089086,1.59,-3.4
HMDB0089087,1.59,-3.4
HMDB0089088,1.59,-3.4
HMDB0089089,1.59,-3.4
HMDB0089090,1.59,-3.4
HMDB0089091,1.59,-3.4
HMDB0089092,1.59,-3.4
HMDB0089093,1.59,-3.4
HMDB0089094,1.59,-3.4
HMDB0089095,1.59,-3.4
HMDB0089096,1.59,-3.4
HMDB0089097,1.59,-3.4
HMDB0089098,1.59,-3.4
HMDB0089099,1.59,-3.4
HMDB0089100,1.59,-3.4
HMDB0089101,1.59,-3.4
HMDB0089102,1.59,-3.4
HMDB0089103,1.59,-3.4
HMDB0089104,1.59,-3.4
HMDB0089105,1.59,-3.4
HMDB0089106,1.59,-3.4
HMDB0089107,1.59,-3.4
HMDB0089108,1.59,-3.4
HMDB0089109,1.59,-3.4
HMDB0089110,1.59,-3.4
HMDB0089111,1.59,-3.4
HMDB0089112,1.59,-3.4
HMDB0089113,1.59,-3.4
HMDB0089114,1.59,-3.4
HMDB0089115,1.59,-3.4
HMDB0089116,1.59,-3.4
HMDB0089117,1.59,-3.4
HMDB0089118,1.59,-3.4
HMDB0089119,1.59,-3.4
HMDB0089120,1.59,-3.4
HMDB0089121,1.59,-3.4
HMDB0089122,1.59,-3.4
HMDB0089123,1.59,-3.4
HMDB0089124,1.59,-3.4
HMDB0089125,1.59,-3.4
HMDB0089126,1.59,-3.4
HMDB0089127,1.59,-3.4
HMDB0089128,1.59,-3.4
HMDB0089129,1.59,-3.4
HMDB0089130,1.59,-3.4
HMDB0089131,1.59,-3.4
HMDB0089132,1.59,-3.4
HMDB0089133,1.59,-3.4
HMDB0089134,1.59,-3.4
HMDB0089135,1.59,-3.4
HMDB0089136,1.59,-3.4
HMDB0089137,1.59,-3.4
HMDB0089138,1.59,-3.4
HMDB0089139,1.59,-3.4
HMDB0089140,1.59,-3.4
HMDB0089141,1.59,-3.4
HMDB0089142,1.59,-3.4
HMDB0089143,1.59,-3.4
HMDB0089144,1.59,-3.4
HMDB0089145,1.59,-3.4
HMDB0089146,1.59,-3.4
HMDB0089147,1.59,-3.4
HMDB0089148,1.59,-3.4
HMDB0089149,1.59,-3.4
HMDB0089150,1.59,-3.4
HMDB0089151,1.59,-3.4
HMDB0089152,1.59,-3.4
HMDB0089153,1.59,-3.4
HMDB0089154,1.59,-3.4
HMDB0089155,1.59,-3.4
HMDB0089156,1.59,-3.4
HMDB0089157,1.59,-3.4
HMDB0089158,1.59,-3.4
HMDB0089159,1.59,-3.4
HMDB0089160,1.59,-3.4
HMDB0089161,1.59,-3.4
HMDB0089162,1.59,-3.4
HMDB0089163,1.59,-3.4
HMDB0089164,1.59,-3.4
HMDB0089165,1.59,-3.4
HMDB0089166,1.59,-3.4
HMDB0089167,1.59,-3.4
HMDB0089168,1.59,-3.4
HMDB0089169,1.59,-3.4
HMDB0089170,1.59,-3.4
HMDB0089171,1.59,-3.4
HMDB0089172,1.59,-3.4
HMDB0089173,1.59,-3.4
HMDB0089174,1.59,-3.4
HMDB0089175,1.59,-3.4
HMDB0089176,1.59,-3.4
HMDB0089177,1.59,-3.4
HMDB0089178,1.59,-3.4
HMDB0089179,1.59,-3.4
HMDB0089180,1.59,-3.4
HMDB0089181,1.59,-3.4
HMDB0089182,1.59,-3.4
HMDB0089183,1.59,-3.4
HMDB0089184,1.59,-3.4
HMDB0089185,1.59,-3.4
HMDB0089186,1.59,-3.4
HMDB0089187,1.59,-3.4
HMDB0089188,1.59,-3.4
HMDB0089189,1.59,-3.4
HMDB0089190,1.59,-3.4
HMDB0089191,1.59,-3.4
HMDB0089192,1.59,-3.4
HMDB0089193,1.59,-3.4
HMDB0089194,1.59,-3.4
HMDB0089195,1.59,-3.4
HMDB0089196,1.59,-3.4
HMDB0089197,1.59,-3.4
HMDB0089198,1.59,-3.4
HMDB0089199,1.59,-3.4
HMDB0089200,1.59,-3.4
HMDB0089201,1.59,-3.4
HMDB0089202,1.59,-3.4
HMDB0089203,1.59,-3.4
HMDB0089204,1.59,-3.4
HMDB0089205,1.59,-3.4
HMDB0089206,1.59,-3.4
HMDB0089207,1.59,-3.4
HMDB0089208,1.59,-3.4
HMDB0089209,1.59,-3.4
HMDB0089210,1.59,-3.4
HMDB0089211,1.59,-3.4
HMDB0089212,1.59,-3.4
HMDB0089213,1.59,-3.4
HMDB0089214,1.59,-3.4
HMDB0089215,1.59,-3.4
HMDB0089216,1.59,-3.4
HMDB0089217,1.59,-3.4
HMDB0089218,1.59,-3.4
HMDB0089219,1.59,-3.4
HMDB0089220,1.59,-3.4
HMDB0089221,1.59,-3.4
HMDB0089222,1.59,-3.4
HMDB0089223,1.59,-3.4
HMDB0089224,1.59,-3.4
HMDB0089225,1.59,-3.4
HMDB0089226,1.59,-3.4
HMDB0089227,1.59,-3.4
HMDB0089228,1.59,-3.4
HMDB0089229,1.59,-3.4
HMDB0089230,1.59,-3.4
HMDB0089231,1.59,-3.4
HMDB0089232,1.59,-3.4
HMDB0089233,1.59,-3.4
HMDB0089234,1.59,-3.4
HMDB0089235,1.59,-3.4
HMDB0089236,1.59,-3.4
HMDB0089237,1.59,-3.4
HMDB0089238,1.59,-3.4
HMDB0089239,1.59,-3.4
HMDB0089240,1.59,-3.4
HMDB0089241,1.59,-3.4
HMDB0089242,1.59,-3.4
HMDB0089243,1.59,-3.4
HMDB0089244,1.59,-3.4
HMDB0089245,1.59,-3.4
HMDB0089246,1.59,-3.4
HMDB0089247,1.59,-3.4
HMDB0089248,1.59,-3.4
HMDB0089249,1.59,-3.4
HMDB0089250,1.59,-3.4
HMDB0089251,1.59,-3.4
HMDB0089252,1.59,-3.4
HMDB0089253,1.59,-3.4
HMDB0089254,1.59,-3.4
HMDB0089255,1.59,-3.4
HMDB0089256,1.59,-3.4
HMDB0089257,1.59,-3.4
HMDB0089258,1.59,-3.4
HMDB0089259,1.59,-3.4
HMDB0089260,1.59,-3.4
HMDB0089261,1.59,-3.4
HMDB0089262,1.59,-3.4
HMDB0089263,1.59,-3.4
HMDB0089264,1.59,-3.4
HMDB0089265,1.59,-3.4
HMDB0089266,1.59,-3.4
HMDB0089267,1.59,-3.4
HMDB0089268,1.59,-3.4
HMDB0089269,1.59,-3.4
HMDB0089270,1.59,-3.4
HMDB0089271,1.59,-3.4
HMDB0089272,1.59,-3.4
HMDB0089273,1.59,-3.4
HMDB0089274,1.59,-3.4
HMDB0089275,1.59,-3.4
HMDB0089276,1.59,-3.4
HMDB0089277,1.59,-3.4
HMDB0089278,1.59,-3.4
HMDB0089279,1.59,-3.4
HMDB0089280,1.59,-3.4
HMDB0089281,1.59,-3.4
HMDB0089282,1.59,-3.4
HMDB0089283,1.59,-3.4
HMDB0089284,1.59,-3.4
HMDB0089285,1.59,-3.4
HMDB0089286,1.59,-3.4
HMDB0089287,1.59,-3.4
HMDB0089288,1.59,-3.4
HMDB0089289,1.59,-3.4
HMDB0089290,1.59,-3.4
HMDB0089291,1.59,-3.4
HMDB0089292,1.59,-3.4
HMDB0089293,1.59,-3.4
HMDB0089294,1.59,-3.4
HMDB0089295,1.59,-3.4
HMDB0089296,1.59,-3.4
HMDB0089297,1.59,-3.4
HMDB0089298,1.59,-3.4
HMDB0089299,1.59,-3.4
HMDB0089300,1.59,-3.4
HMDB0089301,1.59,-3.4
HMDB0089302,1.59,-3.4
HMDB0089303,1.59,-3.4
HMDB0089304,1.59,-3.4
HMDB0089305,1.59,-3.4
HMDB0089306,1.59,-3.4
HMDB0089307,1.59,-3.4
HMDB0089308,1.59,-3.4
HMDB0089309,1.59,-3.4
HMDB0089310,1.59,-3.4
HMDB0089311,1.59,-3.4
HMDB0089312,1.59,-3.4
HMDB0089313,1.59,-3.4
HMDB0089314,1.59,-3.4
HMDB0089315,1.59,-3.4
HMDB0089316,1.59,-3.4
HMDB0089317,1.59,-3.4
HMDB0089318,1.59,-3.4
HMDB0089319,1.59,-3.4
HMDB0089320,1.59,-3.4
HMDB0089321,1.59,-3.4
HMDB0089322,1.59,-3.4
HMDB0089323,1.59,-3.4
HMDB0089324,1.59,-3.4
HMDB0089325,1.59,-3.4
HMDB0089326,1.59,-3.4
HMDB0089327,1.59,-3.4
HMDB0089328,1.59,-3.4
HMDB0089329,1.59,-3.4
HMDB0089330,1.59,-3.4
HMDB0089331,1.59,-3.4
HMDB0089332,1.59,-3.4
HMDB0089333,1.59,-3.4
HMDB0089334,1.59,-3.4
HMDB0089335,1.59,-3.4
HMDB0089336,1.59,-3.4
HMDB0089337,1.59,-3.4
HMDB0089338,1.59,-3.4
HMDB0089339,1.59,-3.4
HMDB0089340,1.59,-3.4
HMDB0089341,1.59,-3.4
HMDB0089342,1.59,-3.4
HMDB0089343,1.59,-3.4
HMDB0089344,1.59,-3.4
HMDB0089345,1.59,-3.4
HMDB0089346,1.59,-3.4
HMDB0089347,1.59,-3.4
HMDB0089348,1.59,-3.4
HMDB0089349,1.59,-3.4
HMDB0089350,1.59,-3.4
HMDB0089351,1.59,-3.4
HMDB0089352,1.59,-3.4
HMDB0089353,1.59,-3.4
HMDB0089354,1.59,-3.4
HMDB0089355,1.59,-3.4
HMDB0089356,1.59,-3.4
HMDB0089357,1.59,-3.4
HMDB0089358,1.59,-3.4
HMDB0089359,1.59,-3.4
HMDB0089360,1.59,-3.4
HMDB0089361,1.59,-3.4
HMDB0089362,1.59,-3.4
HMDB0089363,1.59,-3.4
HMDB0089364,1.59,-3.4
HMDB0089365,1.59,-3.4
HMDB0089366,1.59,-3.4
HMDB0089367,1.59,-3.4
HMDB0089368,1.59,-3.4
HMDB0089369,1.59,-3.4
HMDB0089370,1.59,-3.4
HMDB0089371,1.59,-3.4
HMDB0089372,1.59,-3.4
HMDB0089373,1.59,-3.4
HMDB0089374,1.59,-3.4
HMDB0089375,1.59,-3.4
HMDB0089376,1.59,-3.4
HMDB0089377,1.59,-3.4
HMDB0089378,1.59,-3.4
HMDB0089379,1.59,-3.4
HMDB0089380,1.59,-3.4
HMDB0089381,1.59,-3.4
HMDB0089382,1.59,-3.4
HMDB0089383,1.59,-3.4
HMDB0089384,1.59,-3.4
HMDB0089385,1.59,-3.4
HMDB0089386,1.59,-3.4
HMDB0089387,1.59,-3.4
HMDB0089388,1.59,-3.4
HMDB0089389,1.59,-3.4
HMDB0089390,1.59,-3.4
HMDB0089391,1.59,-3.4
HMDB0089392,1.59,-3.4
HMDB0089393,1.59,-3.4
HMDB0089394,1.59,-3.4
HMDB0089395,1.59,-3.4
HMDB0089396,1.59,-3.4
HMDB0089397,1.59,-3.4
HMDB0089398,1.59,-3.4
HMDB0089399,1.59,-3.4
HMDB0089400,1.59,-3.4
HMDB0089401,1.59,-3.4
HMDB0089402,1.59,-3.4
HMDB0089403,1.59,-3.4
HMDB0089404,1.59,-3.4
HMDB0089405,1.59,-3.4
HMDB0089406,1.59,-3.4
HMDB0089407,1.59,-3.4
HMDB0089408,1.59,-3.4
HMDB0089409,1.59,-3.4
HMDB0089410,1.59,-3.4
HMDB0089411,1.59,-3.4
HMDB0089412,1.59,-3.4
HMDB0089413,1.59,-3.4
HMDB0089414,1.59,-3.4
HMDB0089415,1.59,-3.4
HMDB0089416,1.59,-3.4
HMDB0089417,1.59,-3.4
HMDB0089418,1.59,-3.4
HMDB0089419,1.59,-3.4
HMDB0089420,1.59,-3.4
HMDB0089421,1.59,-3.4
HMDB0089422,1.59,-3.4
HMDB0089423,1.59,-3.4
HMDB0089424,1.59,-3.4
HMDB0089425,1.59,-3.4
HMDB0089426,1.59,-3.4
HMDB0089427,1.59,-3.4
HMDB0089428,1.59,-3.4
HMDB0089429,1.59,-3.4
HMDB0089430,1.59,-3.4
HMDB0089431,1.59,-3.4
HMDB0089432,1.59,-3.4
HMDB0089433,1.59,-3.4
HMDB0089434,1.59,-3.4
HMDB0089435,1.59,-3.4
HMDB0089436,1.59,-3.4
HMDB0089437,1.59,-3.4
HMDB0089438,1.59,-3.4
