hmdb_primary,kegg_id
HMDB0007378,NA
HMDB0007379,NA
HMDB0007380,NA
HMDB0007381,NA
HMDB0007382,NA
HMDB0007383,NA
HMDB0007384,NA
HMDB0007385,NA
HMDB0007386,NA
HMDB0007387,NA
HMDB0007388,NA
HMDB0007389,NA
HMDB0007390,NA
HMDB0007391,NA
HMDB0007392,NA
HMDB0007393,NA
HMDB0007394,NA
HMDB0007395,NA
HMDB0007396,NA
HMDB0007397,NA
HMDB0007398,C00165
HMDB0007399,NA
HMDB0007400,NA
HMDB0007401,NA
HMDB0007402,NA
HMDB0007403,NA
HMDB0007404,NA
HMDB0007405,NA
HMDB0007406,NA
HMDB0007407,NA
HMDB0007408,NA
HMDB0007409,NA
HMDB0007410,NA
HMDB0007411,NA
HMDB0007412,NA
HMDB0007413,NA
HMDB0007414,NA
HMDB0007415,NA
HMDB0007416,NA
HMDB0007417,NA
HMDB0007418,NA
HMDB0007419,NA
HMDB0007420,NA
HMDB0007421,NA
HMDB0007422,NA
HMDB0007423,NA
HMDB0007424,NA
HMDB0007425,NA
HMDB0007426,NA
HMDB0007427,NA
HMDB0007428,NA
HMDB0007429,NA
HMDB0007430,NA
HMDB0007431,NA
HMDB0007432,NA
HMDB0007433,NA
HMDB0007434,NA
HMDB0007435,NA
HMDB0007436,NA
HMDB0007437,NA
HMDB0007438,NA
HMDB0007439,NA
HMDB0007440,NA
HMDB0007441,NA
HMDB0007442,NA
HMDB0007443,NA
HMDB0007444,NA
HMDB0007445,NA
HMDB0007446,NA
HMDB0007447,NA
HMDB0007448,NA
HMDB0007449,NA
HMDB0007450,NA
HMDB0007451,NA
HMDB0007452,NA
HMDB0007453,NA
HMDB0007454,NA
HMDB0007455,NA
HMDB0007456,NA
HMDB0007457,NA
HMDB0007458,NA
HMDB0007459,NA
HMDB0007460,NA
HMDB0007461,NA
HMDB0007462,NA
HMDB0007463,NA
HMDB0007464,NA
HMDB0007465,NA
HMDB0007466,NA
HMDB0007467,NA
HMDB0007468,NA
HMDB0007469,NA
HMDB0007470,NA
HMDB0007471,NA
HMDB0007472,NA
HMDB0007473,NA
HMDB0007474,NA
HMDB0007475,NA
HMDB0007476,NA
HMDB0007477,NA
HMDB0007478,NA
HMDB0007479,NA
HMDB0007480,NA
HMDB0007481,NA
HMDB0007482,NA
HMDB0007483,NA
HMDB0007484,NA
HMDB0007485,NA
HMDB0007486,NA
HMDB0007487,NA
HMDB0007488,NA
HMDB0007489,NA
HMDB0007490,NA
HMDB0007491,NA
HMDB0007492,NA
HMDB0007493,NA
HMDB0007494,NA
HMDB0007495,NA
HMDB0007496,NA
HMDB0007497,NA
HMDB0007498,NA
HMDB0007499,NA
HMDB0007500,NA
HMDB0007501,NA
HMDB0007502,NA
HMDB0007503,NA
HMDB0007504,NA
HMDB0007505,NA
HMDB0007506,NA
HMDB0007507,NA
HMDB0007508,NA
HMDB0007509,NA
HMDB0007510,NA
HMDB0007511,NA
HMDB0007512,NA
HMDB0007513,NA
HMDB0007514,NA
HMDB0007515,NA
HMDB0007516,NA
HMDB0007517,NA
HMDB0007518,NA
HMDB0007519,NA
HMDB0007520,NA
HMDB0007521,NA
HMDB0007522,NA
HMDB0007523,NA
HMDB0007524,NA
HMDB0007525,NA
HMDB0007526,NA
HMDB0007527,NA
HMDB0007528,NA
HMDB0007529,NA
HMDB0007530,NA
HMDB0007531,NA
HMDB0007532,NA
HMDB0007533,NA
HMDB0007534,NA
HMDB0007535,NA
HMDB0007536,NA
HMDB0007537,NA
HMDB0007538,NA
HMDB0007539,NA
HMDB0007540,NA
HMDB0007541,NA
HMDB0007542,NA
HMDB0007543,NA
HMDB0007544,NA
HMDB0007545,NA
HMDB0007546,NA
HMDB0007547,NA
HMDB0007548,NA
HMDB0007549,NA
HMDB0007550,NA
HMDB0007551,NA
HMDB0007552,NA
HMDB0007553,NA
HMDB0007554,NA
HMDB0007555,NA
HMDB0007556,NA
HMDB0007557,NA
HMDB0007558,NA
HMDB0007559,NA
HMDB0007560,NA
HMDB0007561,NA
HMDB0007562,NA
HMDB0007563,NA
HMDB0007564,NA
HMDB0007565,NA
HMDB0007566,NA
HMDB0007567,NA
HMDB0007568,NA
HMDB0007569,NA
HMDB0007570,NA
HMDB0007571,NA
HMDB0007572,NA
HMDB0007573,NA
HMDB0007574,NA
HMDB0007575,NA
HMDB0007576,NA
HMDB0007577,NA
HMDB0007578,NA
HMDB0007579,NA
HMDB0007580,NA
HMDB0007581,NA
HMDB0007582,NA
HMDB0007583,NA
HMDB0007584,NA
HMDB0007585,NA
HMDB0007586,NA
HMDB0007587,NA
HMDB0007588,NA
HMDB0007589,NA
HMDB0007590,NA
HMDB0007591,NA
HMDB0007592,NA
HMDB0007593,NA
HMDB0007594,NA
HMDB0007595,NA
HMDB0007596,NA
HMDB0007597,NA
HMDB0007598,NA
HMDB0007599,NA
HMDB0007600,NA
HMDB0007601,NA
HMDB0007602,NA
HMDB0007603,NA
HMDB0007604,NA
HMDB0007605,NA
HMDB0007606,NA
HMDB0007607,NA
HMDB0007608,NA
HMDB0007609,NA
HMDB0007610,NA
HMDB0007611,NA
HMDB0007612,NA
HMDB0007613,NA
HMDB0007614,NA
HMDB0007615,NA
HMDB0007616,NA
HMDB0007617,NA
HMDB0007618,NA
HMDB0007619,NA
HMDB0007620,NA
HMDB0007621,NA
HMDB0007622,NA
HMDB0007623,NA
HMDB0007624,NA
HMDB0007625,NA
HMDB0007626,NA
HMDB0007627,NA
HMDB0007628,NA
HMDB0007629,NA
HMDB0007630,NA
HMDB0007631,NA
HMDB0007632,NA
HMDB0007633,NA
HMDB0007634,NA
HMDB0007635,NA
HMDB0007636,NA
HMDB0007637,NA
HMDB0007638,NA
HMDB0007639,NA
HMDB0007640,NA
HMDB0007641,NA
HMDB0007642,NA
HMDB0007643,NA
HMDB0007644,NA
HMDB0007645,NA
HMDB0007646,NA
HMDB0007647,NA
HMDB0007648,NA
HMDB0007649,NA
HMDB0007650,NA
HMDB0007651,NA
HMDB0007652,NA
HMDB0007653,NA
HMDB0007654,NA
HMDB0007655,NA
HMDB0007656,NA
HMDB0007657,NA
HMDB0007658,NA
HMDB0007659,NA
HMDB0007660,NA
HMDB0007661,NA
HMDB0007662,NA
HMDB0007663,NA
HMDB0007664,NA
HMDB0007665,NA
HMDB0007666,NA
HMDB0007667,NA
HMDB0007668,NA
HMDB0007669,NA
HMDB0007670,NA
HMDB0007671,NA
HMDB0007672,NA
HMDB0007673,NA
HMDB0007674,NA
HMDB0007675,NA
HMDB0007676,NA
HMDB0007677,NA
HMDB0007678,NA
HMDB0007679,NA
HMDB0007680,NA
HMDB0007681,NA
HMDB0007682,NA
HMDB0007683,NA
HMDB0007684,NA
HMDB0007685,NA
HMDB0007686,NA
HMDB0007687,NA
HMDB0007688,NA
HMDB0007689,NA
HMDB0007690,NA
HMDB0007691,NA
HMDB0007692,NA
HMDB0007693,NA
HMDB0007694,NA
HMDB0007695,NA
HMDB0007696,NA
HMDB0007697,NA
HMDB0007698,NA
HMDB0007699,NA
HMDB0007700,NA
HMDB0007701,NA
HMDB0007702,NA
HMDB0007703,NA
HMDB0007704,NA
HMDB0007705,NA
HMDB0007706,NA
HMDB0007707,NA
HMDB0007708,NA
HMDB0007709,NA
HMDB0007710,NA
HMDB0007711,NA
HMDB0007712,NA
HMDB0007713,NA
HMDB0007714,NA
HMDB0007715,NA
HMDB0007716,NA
HMDB0007717,NA
HMDB0007718,NA
HMDB0007719,NA
HMDB0007720,NA
HMDB0007721,NA
HMDB0007722,NA
HMDB0007723,NA
HMDB0007724,NA
HMDB0007725,NA
HMDB0007726,NA
HMDB0007727,NA
HMDB0007728,NA
HMDB0007729,NA
HMDB0007730,NA
HMDB0007731,NA
HMDB0007732,NA
HMDB0007733,NA
HMDB0007734,NA
HMDB0007735,NA
HMDB0007736,NA
HMDB0007737,NA
HMDB0007738,NA
HMDB0007739,NA
HMDB0007740,NA
HMDB0007741,NA
HMDB0007742,NA
HMDB0007743,NA
HMDB0007744,NA
HMDB0007745,NA
HMDB0007746,NA
HMDB0007747,NA
HMDB0007748,NA
HMDB0007749,NA
HMDB0007750,NA
HMDB0007751,NA
HMDB0007752,NA
HMDB0007753,NA
HMDB0007754,NA
HMDB0007755,NA
HMDB0007756,NA
HMDB0007757,NA
HMDB0007758,NA
HMDB0007759,NA
HMDB0007760,NA
HMDB0007761,NA
HMDB0007762,NA
HMDB0007763,NA
HMDB0007764,NA
HMDB0007765,NA
HMDB0007766,NA
HMDB0007767,NA
HMDB0007768,NA
HMDB0007769,NA
HMDB0007770,NA
HMDB0007771,NA
HMDB0007772,NA
HMDB0007773,NA
HMDB0007774,NA
HMDB0007775,NA
HMDB0007776,NA
HMDB0007777,NA
HMDB0007778,NA
HMDB0007779,NA
HMDB0007780,NA
HMDB0007781,NA
HMDB0007782,NA
HMDB0007783,NA
HMDB0007784,NA
HMDB0007785,NA
HMDB0007786,NA
HMDB0007787,NA
HMDB0007788,NA
HMDB0007789,NA
HMDB0007790,NA
HMDB0007791,NA
HMDB0007792,NA
HMDB0007793,NA
HMDB0007794,NA
HMDB0007795,NA
HMDB0007796,NA
HMDB0007797,NA
HMDB0007798,NA
HMDB0007799,NA
HMDB0007800,NA
HMDB0007801,NA
HMDB0007802,NA
HMDB0007803,NA
HMDB0007804,NA
HMDB0007805,NA
HMDB0007806,NA
HMDB0007807,NA
HMDB0007808,NA
HMDB0007809,NA
HMDB0007810,NA
HMDB0007811,NA
HMDB0007812,NA
HMDB0007813,NA
HMDB0007814,NA
HMDB0007815,NA
HMDB0007816,NA
HMDB0007817,NA
HMDB0007818,NA
HMDB0007819,NA
HMDB0007820,NA
HMDB0007821,NA
HMDB0007822,NA
HMDB0007823,NA
HMDB0007824,NA
HMDB0007825,NA
HMDB0007826,NA
HMDB0007827,NA
HMDB0007828,NA
HMDB0007829,NA
HMDB0007830,NA
HMDB0007831,NA
HMDB0007832,NA
HMDB0007833,NA
HMDB0007834,NA
HMDB0007835,NA
HMDB0007836,NA
HMDB0007837,NA
HMDB0007838,NA
HMDB0007839,NA
HMDB0007840,NA
HMDB0007841,NA
HMDB0007842,NA
HMDB0007843,NA
HMDB0007844,NA
HMDB0007845,NA
HMDB0007846,NA
HMDB0007847,NA
HMDB0007848,NA
HMDB0007849,NA
HMDB0007850,NA
HMDB0007851,NA
HMDB0007852,NA
HMDB0007853,C04036
HMDB0007854,NA
HMDB0007855,NA
HMDB0007856,NA
HMDB0007858,C00416
HMDB0007859,C00416
HMDB0007860,C00416
HMDB0007861,C00416
HMDB0007862,C00416
HMDB0007863,NA
HMDB0007864,NA
HMDB0007865,NA
HMDB0007866,NA
HMDB0007867,NA
HMDB0007868,NA
HMDB0007869,NA
HMDB0007870,NA
HMDB0007871,NA
HMDB0007872,NA
HMDB0007873,NA
HMDB0007874,NA
HMDB0007875,NA
HMDB0007876,NA
HMDB0007877,NA
HMDB0007878,C00157
HMDB0007879,C00157
HMDB0007880,C00157
HMDB0007881,NA
HMDB0007882,C00157
HMDB0007883,NA
HMDB0007884,C00157
HMDB0007885,NA
HMDB0007886,C00157
HMDB0007887,C00157
HMDB0007888,NA
HMDB0007889,NA
HMDB0007890,NA
HMDB0007891,NA
HMDB0007892,NA
HMDB0007893,NA
HMDB0007894,NA
HMDB0007895,NA
HMDB0007896,NA
HMDB0007897,C00157
HMDB0007898,C00157
HMDB0007899,NA
HMDB0007900,NA
HMDB0007901,NA
HMDB0007902,NA
HMDB0007903,NA
HMDB0007904,NA
HMDB0007905,NA
HMDB0007906,NA
HMDB0007907,NA
HMDB0007908,NA
HMDB0007909,NA
HMDB0007910,NA
HMDB0007911,C00157
HMDB0007912,C00157
HMDB0007913,C00157
HMDB0007914,C00157
HMDB0007915,NA
HMDB0007916,NA
HMDB0007917,NA
HMDB0007918,NA
HMDB0007919,NA
HMDB0007920,NA
HMDB0007921,NA
HMDB0007922,NA
HMDB0007923,NA
HMDB0007924,NA
HMDB0007925,NA
HMDB0007926,NA
HMDB0007927,NA
HMDB0007928,NA
HMDB0007929,NA
HMDB0007930,NA
HMDB0007931,NA
HMDB0007932,NA
HMDB0007933,NA
HMDB0007934,NA
HMDB0007935,NA
HMDB0007936,C00157
HMDB0007937,C00157
HMDB0007938,C00157
HMDB0007939,C00157
HMDB0007940,C00157
HMDB0007941,NA
HMDB0007942,NA
HMDB0007943,NA
HMDB0007944,NA
HMDB0007945,NA
HMDB0007946,NA
HMDB0007947,NA
HMDB0007948,NA
HMDB0007949,NA
HMDB0007950,NA
HMDB0007951,NA
HMDB0007952,NA
HMDB0007953,NA
HMDB0007954,NA
HMDB0007955,NA
HMDB0007956,NA
HMDB0007957,NA
HMDB0007958,C00157
HMDB0007959,C00157
HMDB0007960,C00157
HMDB0007961,C00157
HMDB0007962,NA
HMDB0007963,NA
HMDB0007964,C00157
HMDB0007965,NA
HMDB0007966,C00157
HMDB0007967,C00157
HMDB0007969,NA
HMDB0007970,NA
HMDB0007971,NA
HMDB0007972,NA
HMDB0007973,NA
HMDB0007974,NA
HMDB0007975,NA
HMDB0007976,NA
HMDB0007977,NA
HMDB0007978,NA
HMDB0007979,NA
HMDB0007980,NA
HMDB0007981,C00157
HMDB0007982,C00157
HMDB0007983,C00157
HMDB0007984,C00157
HMDB0007985,C00157
HMDB0007986,NA
HMDB0007987,NA
HMDB0007988,NA
HMDB0007989,NA
HMDB0007990,NA
HMDB0007991,NA
HMDB0007992,NA
HMDB0007993,NA
HMDB0007994,NA
HMDB0007995,NA
HMDB0007996,NA
HMDB0007997,NA
HMDB0007998,NA
HMDB0007999,NA
HMDB0008000,NA
HMDB0008001,NA
HMDB0008002,C00157
HMDB0008003,C00157
HMDB0008004,C00157
HMDB0008005,C00157
HMDB0008006,NA
HMDB0008007,NA
HMDB0008008,NA
HMDB0008009,NA
HMDB0008010,NA
HMDB0008011,NA
HMDB0008012,NA
HMDB0008013,NA
HMDB0008014,NA
HMDB0008015,NA
HMDB0008016,NA
HMDB0008017,NA
HMDB0008018,NA
HMDB0008019,NA
HMDB0008020,NA
HMDB0008021,NA
HMDB0008022,NA
HMDB0008023,NA
HMDB0008024,NA
HMDB0008025,NA
HMDB0008026,NA
HMDB0008027,NA
HMDB0008028,C00157
HMDB0008029,C00157
HMDB0008030,NA
HMDB0008031,NA
HMDB0008032,NA
HMDB0008033,NA
HMDB0008034,NA
HMDB0008035,NA
HMDB0008036,NA
HMDB0008037,NA
HMDB0008038,NA
HMDB0008039,NA
HMDB0008040,NA
HMDB0008041,NA
HMDB0008042,NA
HMDB0008043,NA
HMDB0008044,NA
HMDB0008045,NA
HMDB0008046,NA
HMDB0008047,NA
HMDB0008048,NA
HMDB0008049,NA
HMDB0008050,NA
HMDB0008051,NA
HMDB0008052,NA
HMDB0008053,NA
HMDB0008054,NA
HMDB0008055,NA
HMDB0008056,NA
HMDB0008057,NA
HMDB0008058,NA
HMDB0008059,NA
HMDB0008060,NA
HMDB0008061,NA
HMDB0008062,NA
HMDB0008063,NA
HMDB0008064,NA
HMDB0008065,C00157
HMDB0008066,C00157
HMDB0008067,C00157
HMDB0008068,C00157
HMDB0008069,C00157
HMDB0008070,C00157
HMDB0008071,C00157
HMDB0008072,NA
HMDB0008073,NA
HMDB0008074,NA
HMDB0008075,NA
HMDB0008076,NA
HMDB0008077,NA
HMDB0008078,NA
HMDB0008079,NA
HMDB0008080,NA
HMDB0008081,NA
HMDB0008082,NA
HMDB0008083,NA
HMDB0008084,NA
HMDB0008085,NA
HMDB0008086,NA
HMDB0008087,NA
HMDB0008088,NA
HMDB0008089,NA
HMDB0008090,NA
HMDB0008091,C00157
HMDB0008092,C00157
HMDB0008093,NA
HMDB0008094,NA
HMDB0008095,NA
HMDB0008096,NA
HMDB0008097,NA
HMDB0008098,NA
HMDB0008099,NA
HMDB0008100,NA
HMDB0008101,NA
HMDB0008102,NA
HMDB0008103,NA
HMDB0008105,NA
HMDB0008106,NA
HMDB0008107,NA
HMDB0008108,NA
HMDB0008109,NA
HMDB0008110,NA
HMDB0008111,NA
HMDB0008112,NA
HMDB0008113,NA
HMDB0008114,NA
HMDB0008115,NA
HMDB0008116,NA
HMDB0008117,NA
HMDB0008118,NA
HMDB0008119,C00157
HMDB0008120,C00157
HMDB0008121,C00157
HMDB0008122,NA
HMDB0008123,NA
HMDB0008124,NA
HMDB0008125,NA
HMDB0008126,C00157
HMDB0008127,NA
HMDB0008128,NA
HMDB0008129,C00157
HMDB0008130,NA
HMDB0008131,NA
HMDB0008132,NA
HMDB0008133,NA
HMDB0008134,NA
HMDB0008135,NA
HMDB0008136,NA
HMDB0008137,NA
HMDB0008138,NA
HMDB0008139,NA
HMDB0008140,NA
HMDB0008141,NA
HMDB0008142,NA
HMDB0008143,NA
HMDB0008144,NA
HMDB0008145,C00157
HMDB0008146,NA
HMDB0008147,NA
HMDB0008148,NA
HMDB0008149,NA
HMDB0008150,NA
HMDB0008151,NA
HMDB0008152,NA
HMDB0008153,NA
HMDB0008154,NA
HMDB0008155,NA
HMDB0008156,NA
HMDB0008157,NA
HMDB0008158,NA
HMDB0008159,NA
HMDB0008160,NA
HMDB0008161,NA
HMDB0008162,NA
HMDB0008163,NA
HMDB0008164,NA
HMDB0008165,NA
HMDB0008166,NA
HMDB0008167,NA
HMDB0008168,NA
HMDB0008169,NA
HMDB0008170,NA
HMDB0008171,NA
HMDB0008172,NA
HMDB0008173,NA
HMDB0008174,NA
HMDB0008175,NA
HMDB0008176,NA
HMDB0008177,NA
HMDB0008178,NA
HMDB0008179,NA
HMDB0008180,NA
HMDB0008181,NA
HMDB0008182,C00157
HMDB0008183,C00157
HMDB0008184,NA
HMDB0008185,NA
HMDB0008186,C00157
HMDB0008187,NA
HMDB0008188,NA
HMDB0008189,NA
HMDB0008190,NA
HMDB0008191,C00157
HMDB0008192,C00157
HMDB0008193,NA
HMDB0008194,NA
HMDB0008195,NA
HMDB0008196,NA
HMDB0008197,NA
HMDB0008198,NA
HMDB0008199,NA
HMDB0008200,NA
HMDB0008201,NA
HMDB0008202,NA
HMDB0008203,NA
HMDB0008204,NA
HMDB0008205,NA
HMDB0008206,NA
HMDB0008207,NA
HMDB0008208,NA
HMDB0008209,NA
HMDB0008210,NA
HMDB0008211,NA
HMDB0008212,NA
HMDB0008213,NA
HMDB0008214,NA
HMDB0008215,NA
HMDB0008216,NA
HMDB0008217,NA
HMDB0008218,NA
HMDB0008219,NA
HMDB0008220,NA
HMDB0008221,NA
HMDB0008222,NA
HMDB0008223,NA
HMDB0008224,NA
HMDB0008225,NA
HMDB0008226,NA
HMDB0008227,NA
HMDB0008228,NA
HMDB0008229,NA
HMDB0008230,C00157
HMDB0008231,C00157
HMDB0008232,C00157
HMDB0008233,C00157
HMDB0008234,NA
HMDB0008235,NA
HMDB0008236,NA
HMDB0008237,NA
HMDB0008238,NA
HMDB0008239,NA
HMDB0008240,NA
HMDB0008241,NA
HMDB0008242,NA
HMDB0008243,NA
HMDB0008244,NA
HMDB0008245,NA
HMDB0008246,NA
HMDB0008247,NA
HMDB0008248,NA
HMDB0008249,NA
HMDB0008250,NA
HMDB0008251,NA
HMDB0008252,NA
HMDB0008253,NA
HMDB0008254,NA
HMDB0008255,NA
HMDB0008256,NA
HMDB0008257,NA
HMDB0008258,NA
HMDB0008259,NA
HMDB0008260,NA
HMDB0008261,NA
HMDB0008262,NA
HMDB0008263,NA
HMDB0008264,NA
HMDB0008265,NA
HMDB0008266,NA
HMDB0008267,NA
HMDB0008268,NA
HMDB0008269,NA
HMDB0008270,C00157
HMDB0008271,C00157
HMDB0008272,C00157
HMDB0008273,NA
HMDB0008274,C00157
HMDB0008275,NA
HMDB0008276,NA
HMDB0008277,NA
HMDB0008278,NA
HMDB0008279,NA
HMDB0008280,NA
HMDB0008281,NA
HMDB0008282,NA
HMDB0008283,NA
HMDB0008284,NA
HMDB0008285,NA
HMDB0008286,NA
HMDB0008287,NA
HMDB0008288,NA
HMDB0008289,NA
HMDB0008290,NA
HMDB0008291,NA
HMDB0008292,NA
HMDB0008293,NA
HMDB0008294,NA
HMDB0008295,NA
HMDB0008296,NA
HMDB0008297,NA
HMDB0008298,NA
HMDB0008299,NA
HMDB0008300,NA
HMDB0008301,NA
HMDB0008302,NA
HMDB0008303,NA
HMDB0008304,C00157
HMDB0008305,NA
HMDB0008306,C00157
HMDB0008307,NA
HMDB0008308,C00157
HMDB0008309,C00157
HMDB0008310,NA
HMDB0008311,NA
HMDB0008312,C00157
HMDB0008313,NA
HMDB0008314,NA
HMDB0008315,NA
HMDB0008316,NA
HMDB0008317,C00157
HMDB0008318,NA
HMDB0008319,NA
HMDB0008320,NA
HMDB0008321,NA
HMDB0008322,C00157
HMDB0008323,C00157
HMDB0008324,C00157
HMDB0008325,NA
HMDB0008326,NA
HMDB0008327,NA
HMDB0008328,NA
HMDB0008329,NA
HMDB0008330,NA
HMDB0008331,NA
HMDB0008332,NA
HMDB0008333,NA
HMDB0008334,NA
HMDB0008335,NA
HMDB0008336,NA
HMDB0008337,NA
HMDB0008338,NA
HMDB0008339,NA
HMDB0008340,NA
HMDB0008341,NA
HMDB0008342,NA
HMDB0008343,NA
HMDB0008344,NA
HMDB0008345,NA
HMDB0008346,NA
HMDB0008347,NA
HMDB0008348,NA
HMDB0008349,NA
HMDB0008350,NA
HMDB0008351,NA
HMDB0008352,NA
HMDB0008353,NA
HMDB0008354,NA
HMDB0008355,NA
HMDB0008356,NA
HMDB0008357,NA
HMDB0008358,NA
HMDB0008359,NA
HMDB0008360,NA
HMDB0008361,NA
HMDB0008362,NA
HMDB0008363,NA
HMDB0008364,NA
HMDB0008365,NA
HMDB0008366,NA
HMDB0008367,NA
HMDB0008368,NA
HMDB0008369,NA
HMDB0008370,NA
HMDB0008371,NA
HMDB0008372,NA
HMDB0008373,NA
HMDB0008374,NA
HMDB0008375,C00157
HMDB0008376,NA
HMDB0008377,C00157
HMDB0008378,NA
HMDB0008379,C00157
HMDB0008380,NA
HMDB0008381,NA
HMDB0008382,NA
HMDB0008383,NA
HMDB0008384,NA
HMDB0008385,NA
HMDB0008386,NA
HMDB0008387,NA
HMDB0008388,NA
HMDB0008389,NA
HMDB0008390,NA
HMDB0008391,NA
HMDB0008392,NA
HMDB0008393,NA
HMDB0008394,NA
HMDB0008395,NA
HMDB0008396,NA
HMDB0008397,NA
HMDB0008398,NA
HMDB0008399,NA
HMDB0008400,C00157
HMDB0008401,C00157
HMDB0008402,C00157
HMDB0008403,NA
HMDB0008404,NA
HMDB0008405,NA
HMDB0008406,NA
HMDB0008407,NA
HMDB0008408,NA
HMDB0008409,C00157
HMDB0008410,C00157
HMDB0008411,NA
HMDB0008412,NA
HMDB0008413,C00157
HMDB0008414,C00157
HMDB0008415,C00157
HMDB0008416,C00157
HMDB0008417,NA
HMDB0008418,NA
HMDB0008419,NA
HMDB0008420,NA
HMDB0008421,NA
HMDB0008422,NA
HMDB0008423,NA
HMDB0008424,NA
HMDB0008425,NA
HMDB0008426,C00157
HMDB0008427,C00157
HMDB0008428,C00157
HMDB0008429,C00157
HMDB0008430,NA
HMDB0008431,C00157
HMDB0008432,NA
HMDB0008433,NA
HMDB0008434,NA
HMDB0008435,NA
HMDB0008436,NA
HMDB0008437,NA
HMDB0008438,NA
HMDB0008439,NA
HMDB0008440,NA
HMDB0008441,NA
HMDB0008442,NA
HMDB0008443,NA
HMDB0008444,C00157
HMDB0008445,NA
HMDB0008446,NA
HMDB0008447,NA
HMDB0008448,NA
HMDB0008449,NA
HMDB0008450,NA
HMDB0008451,NA
HMDB0008452,NA
HMDB0008453,NA
HMDB0008454,NA
HMDB0008455,NA
HMDB0008456,NA
HMDB0008457,NA
HMDB0008458,NA
HMDB0008459,NA
HMDB0008460,NA
HMDB0008461,NA
HMDB0008462,NA
HMDB0008463,NA
HMDB0008464,NA
HMDB0008465,NA
HMDB0008466,NA
HMDB0008467,NA
HMDB0008468,NA
HMDB0008469,NA
HMDB0008470,NA
HMDB0008471,NA
HMDB0008472,NA
HMDB0008473,NA
HMDB0008474,NA
HMDB0008475,NA
HMDB0008476,NA
HMDB0008477,NA
HMDB0008478,NA
HMDB0008479,NA
HMDB0008480,NA
HMDB0008481,NA
HMDB0008482,NA
HMDB0008483,NA
HMDB0008484,NA
HMDB0008485,NA
HMDB0008486,NA
HMDB0008487,NA
HMDB0008488,NA
HMDB0008489,NA
HMDB0008490,NA
HMDB0008491,NA
HMDB0008492,NA
HMDB0008493,NA
HMDB0008494,NA
HMDB0008495,NA
HMDB0008496,NA
HMDB0008497,NA
HMDB0008498,NA
HMDB0008499,NA
HMDB0008500,NA
HMDB0008501,NA
HMDB0008502,NA
HMDB0008503,NA
HMDB0008504,NA
HMDB0008505,NA
HMDB0008506,NA
HMDB0008507,C00157
HMDB0008508,C00157
HMDB0008509,C00157
HMDB0008510,C00157
HMDB0008511,NA
HMDB0008512,NA
HMDB0008513,NA
HMDB0008514,C00157
HMDB0008515,C00157
HMDB0008516,C00157
HMDB0008517,NA
HMDB0008518,NA
HMDB0008519,NA
HMDB0008520,NA
HMDB0008521,NA
HMDB0008522,C00157
HMDB0008523,NA
HMDB0008524,NA
HMDB0008525,NA
HMDB0008526,NA
HMDB0008527,NA
HMDB0008528,NA
HMDB0008529,NA
HMDB0008530,NA
HMDB0008531,NA
HMDB0008532,NA
HMDB0008533,NA
HMDB0008534,NA
HMDB0008535,NA
HMDB0008536,C00157
HMDB0008537,C00157
HMDB0008538,C00157
HMDB0008539,C00157
HMDB0008540,C00157
HMDB0008541,C00157
HMDB0008542,C00157
HMDB0008543,C00157
HMDB0008544,NA
HMDB0008545,NA
HMDB0008546,NA
HMDB0008547,NA
HMDB0008548,NA
HMDB0008549,NA
HMDB0008550,NA
HMDB0008551,NA
HMDB0008552,NA
HMDB0008553,NA
HMDB0008554,NA
HMDB0008555,NA
HMDB0008556,NA
HMDB0008557,NA
HMDB0008558,NA
HMDB0008559,NA
HMDB0008560,NA
HMDB0008561,NA
HMDB0008562,NA
HMDB0008563,NA
HMDB0008564,NA
HMDB0008565,NA
HMDB0008566,NA
HMDB0008567,NA
HMDB0008568,NA
HMDB0008569,NA
HMDB0008570,NA
HMDB0008571,NA
HMDB0008572,NA
HMDB0008573,NA
HMDB0008574,NA
HMDB0008575,NA
HMDB0008576,NA
HMDB0008577,NA
HMDB0008578,NA
HMDB0008579,NA
HMDB0008580,NA
HMDB0008581,NA
HMDB0008582,NA
HMDB0008583,NA
HMDB0008584,NA
HMDB0008585,NA
HMDB0008586,NA
HMDB0008587,NA
HMDB0008588,NA
HMDB0008589,NA
HMDB0008590,NA
HMDB0008591,NA
HMDB0008592,NA
HMDB0008593,NA
HMDB0008594,NA
HMDB0008595,NA
HMDB0008596,NA
HMDB0008597,NA
HMDB0008598,NA
HMDB0008599,NA
HMDB0008600,NA
HMDB0008601,NA
HMDB0008602,NA
HMDB0008603,NA
HMDB0008604,NA
HMDB0008605,NA
HMDB0008606,C00157
HMDB0008607,NA
HMDB0008608,NA
HMDB0008609,C00157
HMDB0008610,C00157
HMDB0008611,C00157
HMDB0008612,C00157
HMDB0008613,NA
HMDB0008614,C00157
HMDB0008615,C00157
HMDB0008616,NA
HMDB0008617,NA
HMDB0008618,NA
HMDB0008619,NA
HMDB0008620,NA
HMDB0008621,NA
HMDB0008622,NA
HMDB0008623,NA
HMDB0008624,NA
HMDB0008625,NA
HMDB0008626,NA
HMDB0008627,NA
HMDB0008628,NA
HMDB0008629,NA
HMDB0008630,NA
HMDB0008631,NA
HMDB0008632,NA
HMDB0008633,NA
HMDB0008634,NA
HMDB0008635,NA
HMDB0008636,NA
HMDB0008637,NA
HMDB0008638,NA
HMDB0008639,NA
HMDB0008640,NA
