hmdb_primary,kegg_id
HMDB0001570,C00364
HMDB0001586,C00103
HMDB0001587,C02137
HMDB0001624,NA
HMDB0001644,C00310
HMDB0001645,C01933
HMDB0001659,C00207
HMDB0001713,C12621
HMDB0001721,C01005
HMDB0001786,NA
HMDB0001830,C00410
HMDB0001833,D02527
HMDB0001842,C17349
HMDB0001843,NA
HMDB0001844,NA
HMDB0001846,C00101
HMDB0001847,C07481
HMDB0001848,C07049
HMDB0001849,C07407
HMDB0001850,C07188
HMDB0001851,C00532
HMDB0001852,C00777
HMDB0001854,NA
HMDB0001855,NA
HMDB0001856,C00230
HMDB0001857,NA
HMDB0001858,C01468
HMDB0001859,C06804
HMDB0001860,C13747
HMDB0001861,NA
HMDB0001862,NA
HMDB0001863,NA
HMDB0001864,C00902
HMDB0001865,C06255
HMDB0001866,C05580
HMDB0001867,D06890 
HMDB0001868,NA
HMDB0001870,C00539
HMDB0001871,C09727
HMDB0001873,C02632
HMDB0001874,C00451
HMDB0001875,C00132
HMDB0001876,NA
HMDB0001877,C07185
HMDB0001878,C09908
HMDB0001879,C01405
HMDB0001881,C02912
HMDB0001882,C00184
HMDB0001885,NA
HMDB0001886,C16357
HMDB0001888,C03134
HMDB0001889,C07130
HMDB0001890,C06809
HMDB0001891,NA
HMDB0001892,C05377
HMDB0001893,C02477
HMDB0001894,C11045
HMDB0001895,C00805
HMDB0001896,NA
HMDB0001897,NA
HMDB0001898,C05790
HMDB0001900,C02674
HMDB0001901,C02378
HMDB0001902,NA
HMDB0001903,C01673
HMDB0001904,NA
HMDB0001906,C03665
HMDB0001908,NA
HMDB0001913,C07324
HMDB0001915,C07752
HMDB0001917,C06956
HMDB0001919,NA
HMDB0001920,C06947
HMDB0001921,C07151
HMDB0001922,C06922
HMDB0001923,C01517
HMDB0001924,C13235
HMDB0001925,C01588
HMDB0001926,C07534
HMDB0001927,C06960
HMDB0001928,C07041
HMDB0001929,C07660
HMDB0001930,NA
HMDB0001931,NA
HMDB0001932,C07202
HMDB0001933,C07017
HMDB0001934,C00745
HMDB0001935,C01541
HMDB0001936,NA
HMDB0001937,C11770
HMDB0001938,D00362
HMDB0001939,C07119
HMDB0001940,D00386
HMDB0001941,C06857
HMDB0001942,C02343
HMDB0001943,C02765
HMDB0001944,C06905
HMDB0001952,NA
HMDB0001954,NA
HMDB0001955,NA
HMDB0001956,NA
HMDB0001957,NA
HMDB0001958,NA
HMDB0001959,NA
HMDB0001960,NA
HMDB0001961,NA
HMDB0001964,C01481
HMDB0001965,C14811
HMDB0001966,NA
HMDB0001967,C00011
HMDB0001968,NA
HMDB0001970,NA
HMDB0001972,NA
HMDB0001973,NA
HMDB0001975,NA
HMDB0001976,NA
HMDB0001977,C14809
HMDB0001978,C01956
HMDB0001979,NA
HMDB0001980,C00840
HMDB0001981,NA
HMDB0001982,C16360
HMDB0001983,C05198
HMDB0001984,NA
HMDB0001986,NA
HMDB0001987,NA
HMDB0001988,NA
HMDB0001989,C00753
HMDB0001991,C16353
HMDB0001993,C05455
HMDB0001999,C06428
HMDB0002000,C08322
HMDB0002001,NA
HMDB0002003,C08320
HMDB0002004,C08309
HMDB0002005,C02989
HMDB0002006,C03401
HMDB0002007,NA
HMDB0002009,C00877
HMDB0002011,NA
HMDB0002012,C00399
HMDB0002013,C02862
HMDB0002014,NA
HMDB0002015,NA
HMDB0002016,NA
HMDB0002017,C02455
HMDB0002019,C01389
HMDB0002020,NA
HMDB0002022,C03838
HMDB0002023,NA
HMDB0002024,C02835
HMDB0002025,NA
HMDB0002026,NA
HMDB0002027,NA
HMDB0002028,NA
HMDB0002030,NA
HMDB0002031,C05100
HMDB0002032,C20155
HMDB0002034,NA
HMDB0002035,C00811
HMDB0002036,C01485
HMDB0002038,C02728
HMDB0002039,C11118
HMDB0002040,NA
HMDB0002042,NA
HMDB0002043,NA
HMDB0002044,NA
HMDB0002048,C01467
HMDB0002050,C00975
HMDB0002052,C01036
HMDB0002053,NA
HMDB0002054,C03345
HMDB0002055,C01542
HMDB0002056,NA
HMDB0002057,C07297
HMDB0002059,C08317
HMDB0002060,NA
HMDB0002061,C00518
HMDB0002062,NA
HMDB0002063,NA
HMDB0002064,C02714
HMDB0002065,C04244
HMDB0002067,NA
HMDB0002068,C08316
HMDB0002070,C01127
HMDB0002071,NA
HMDB0002072,NA
HMDB0002074,NA
HMDB0002077,C01486
HMDB0002078,C01417
HMDB0002080,NA
HMDB0002082,NA
HMDB0002084,C00177
HMDB0002085,C10833
HMDB0002086,NA
HMDB0002087,NA
HMDB0002088,NA
HMDB0002089,NA
HMDB0002091,NA
HMDB0002092,C00490
HMDB0002094,NA
HMDB0002095,NA
HMDB0002096,C11284
HMDB0002097,NA
HMDB0002098,NA
HMDB0002099,C08434
HMDB0002100,C16512
HMDB0002103,C06340
HMDB0002104,C01165
HMDB0002107,C01606
HMDB0002108,NA
HMDB0002109,NA
HMDB0002111,C00001
HMDB0002113,C04397
HMDB0002114,NA
HMDB0002115,NA
HMDB0002117,C19670
HMDB0002120,NA
HMDB0002121,C09069
HMDB0002122,C06476
HMDB0002123,C16361
HMDB0002124,C01477
HMDB0002126,NA
HMDB0002127,C05823
HMDB0002128,NA
HMDB0002130,NA
HMDB0002132,NA
HMDB0002134,C01888
HMDB0002135,NA
HMDB0002137,NA
HMDB0002140,D01211
HMDB0002141,NA
HMDB0002144,NA
HMDB0002145,NA
HMDB0002148,NA
HMDB0002149,NA
HMDB0002150,NA
HMDB0002151,C11143
HMDB0002152,C02110
HMDB0002156,NA
HMDB0002157,NA
HMDB0002158,C05768
HMDB0002159,NA
HMDB0002160,NA
HMDB0002163,NA
HMDB0002166,C03284
HMDB0002167,NA
HMDB0002168,C00704
HMDB0002169,NA
HMDB0002170,C05989
HMDB0002171,NA
HMDB0002172,C03413
HMDB0002173,NA
HMDB0002174,C05776
HMDB0002175,C06263
HMDB0002176,C18319
HMDB0002177,NA
HMDB0002178,C05448
HMDB0002179,C16845
HMDB0002180,NA
HMDB0002181,C05413
HMDB0002182,C07441
HMDB0002183,C06429
HMDB0002184,NA
HMDB0002185,NA
HMDB0002186,NA
HMDB0002189,C01029
HMDB0002190,C14768
HMDB0002193,NA
HMDB0002194,NA
HMDB0002195,NA
HMDB0002196,C15471
HMDB0002197,C05457
HMDB0002198,NA
HMDB0002199,C01744
HMDB0002200,C05952
HMDB0002201,NA
HMDB0002202,NA
HMDB0002203,NA
HMDB0002204,C08580
HMDB0002205,C16511
HMDB0002207,NA
HMDB0002208,NA
HMDB0002209,C14131
HMDB0002210,NA
HMDB0002211,C05766
HMDB0002212,C06425
HMDB0002214,C06577
HMDB0002215,C00268
HMDB0002217,C06002
HMDB0002219,NA
HMDB0002220,NA
HMDB0002221,NA
HMDB0002222,NA
HMDB0002224,C03592
HMDB0002226,C16527
HMDB0002227,C06866
HMDB0002229,NA
HMDB0002230,NA
HMDB0002231,C16526
HMDB0002232,C14769
HMDB0002234,C04282
HMDB0002235,NA
HMDB0002236,NA
HMDB0002237,NA
HMDB0002238,NA
HMDB0002242,NA
HMDB0002243,C10164
HMDB0002248,NA
HMDB0002249,NA
HMDB0002250,NA
HMDB0002252,C00512
HMDB0002255, C01213 
HMDB0002259,NA
HMDB0002261,NA
HMDB0002262,C02530
HMDB0002263,NA
HMDB0002264,NA
HMDB0002265,C14775
HMDB0002266,NA
HMDB0002268,C15981
HMDB0002269,C10443
HMDB0002271,C20522
HMDB0002272,C05414
HMDB0002273,C03079
HMDB0002274,NA
HMDB0002275,C04874
HMDB0002276,NA
HMDB0002277,NA
HMDB0002278,NA
HMDB0002281,C15522
HMDB0002282,NA
HMDB0002283,NA
HMDB0002284,NA
HMDB0002285,NA
HMDB0002287,NA
HMDB0002288,NA
HMDB0002289,NA
HMDB0002290,C06269
HMDB0002294,NA
HMDB0002297,NA
HMDB0002299,C01205
HMDB0002302,NA
HMDB0002303,C00580
HMDB0002304,NA
HMDB0002305,C04640
HMDB0002306,C01327
HMDB0002307,C00894
HMDB0002308,C08230
HMDB0002310,C00683
HMDB0002311,C14773
HMDB0002314,C14774
HMDB0002318,NA
HMDB0002320,C05132
HMDB0002322,C01672
HMDB0002326,C10205
HMDB0002327,NA
HMDB0002329,C00209
HMDB0002331,C05131
HMDB0002334,NA
HMDB0002335,NA
HMDB0002336,C08996
HMDB0002337,NA
HMDB0002338,C00814
HMDB0002339,NA
HMDB0002340,C07215
HMDB0002341,NA
HMDB0002343,C14772
HMDB0002345,NA
HMDB0002346,C00827
HMDB0002348,NA
HMDB0002349,NA
HMDB0002350,D01924
HMDB0002352,C09627
HMDB0002353,NA
HMDB0002354,NA
HMDB0002355,NA
HMDB0002356,NA
HMDB0002358,NA
HMDB0002359,NA
HMDB0002360,NA
HMDB0002361,NA
HMDB0002362,NA
HMDB0002363,C13807
HMDB0002364,C17148
HMDB0002366,NA
HMDB0002367,C17438
HMDB0002368,C08323
HMDB0002369,C15493
HMDB0002372,NA
HMDB0002373,NA
HMDB0002374,C08821
HMDB0002375,C10437
HMDB0002376,NA
HMDB0002377,NA
HMDB0002379,NA
HMDB0002381,NA
HMDB0002384,C01838
HMDB0002385,NA
HMDB0002386,C06266
HMDB0002387,C16460
HMDB0002388,NA
HMDB0002390,C14088
HMDB0002391,NA
HMDB0002392,C16939
HMDB0002393,C12269
HMDB0002394,NA
HMDB0002395,C08988
HMDB0002396,NA
HMDB0002398,C08589
HMDB0002399,NA
HMDB0002400,C13808
HMDB0002404,NA
HMDB0002409,NA
HMDB0002421,NA
HMDB0002428,C06337
HMDB0002429,NA
HMDB0002430,NA
HMDB0002431,NA
HMDB0002432,C20448
HMDB0002434,C00530
HMDB0002441,NA
HMDB0002451,NA
HMDB0002453,NA
HMDB0002455,NA
HMDB0002457,C19609
HMDB0002466,C00587
HMDB0002467,NA
HMDB0002472,NA
HMDB0002486,NA
HMDB0002488,NA
HMDB0002492,NA
HMDB0002496,C15559
HMDB0002497,NA
HMDB0002498,NA
HMDB0002500,C01324
HMDB0002501,C15472
HMDB0002503,C06267
HMDB0002504,NA
HMDB0002511,NA
HMDB0002513,C03033
HMDB0002520,C02979
HMDB0002522,NA
HMDB0002523,NA
HMDB0002536,C17661
HMDB0002541,C03383
HMDB0002545,C08348
HMDB0002577,NA
HMDB0002579,C03033
HMDB0002580,C03642
HMDB0002581,NA
HMDB0002585,NA
HMDB0002586,NA
HMDB0002596,C03033
HMDB0002601,NA
HMDB0002639,C11301
HMDB0002640,NA
HMDB0002641,C01772
HMDB0002642,NA
HMDB0002643,NA
HMDB0002644,NA
HMDB0002649,C01796
HMDB0002655,C10084
HMDB0002656,C04685
HMDB0002658,C01020
HMDB0002659,C06710
HMDB0002664,C06439
HMDB0002666,C01081
HMDB0002670,C00509
HMDB0002685,C06475
HMDB0002689,NA
HMDB0002697,NA
HMDB0002704,C06472
HMDB0002706,C00308
HMDB0002708,C05905
HMDB0002710,C05957
HMDB0002712,C07326
HMDB0002714,C01438
HMDB0002719,C01802
HMDB0002720,NA
HMDB0002721,NA
HMDB0002725,C07254
HMDB0002726,NA
HMDB0002728,NA
HMDB0002730,NA
HMDB0002741,C08596
HMDB0002746,NA
HMDB0002752,C05953
HMDB0002755,C10107
HMDB0002757,C00506
HMDB0002759,NA
HMDB0002776,C04671
HMDB0002780,C06562
HMDB0002783,C13526
HMDB0002786,C00088
HMDB0002789,C06098
HMDB0002802,C00762
HMDB0002815,NA
HMDB0002817,NA
HMDB0002818,C07599
HMDB0002820,C05828
HMDB0002823,NA
HMDB0002825,C07480
HMDB0002829,C11135
HMDB0002832,C17925
HMDB0002833,NA
HMDB0002835,C06938
HMDB0002845,C05270
HMDB0002865,C00746
HMDB0002869,C01789
HMDB0002871,NA
HMDB0002873,NA
HMDB0002878,C00244
HMDB0002884,NA
HMDB0002886,C05961
HMDB0002890,NA
HMDB0002894,C02376
HMDB0002895,NA
HMDB0002899,C10788
HMDB0002902,C14151
HMDB0002904,NA
HMDB0002916,C02235
HMDB0002917,C00379
HMDB0002923,NA
HMDB0002925,C03242
HMDB0002927,C09789
HMDB0002928,NA
HMDB0002931,NA
HMDB0002937,C10188
HMDB0002939,C19263
HMDB0002950,NA
HMDB0002961,C03917
HMDB0002972,C05849
HMDB0002982,C00959
HMDB0002984,C14606
HMDB0002985,C01177
HMDB0002991,C01678
HMDB0002992,NA
HMDB0002994,C00503
HMDB0002995,C02165
HMDB0003000,C05432
HMDB0003011,C00979
HMDB0003012,C00292
HMDB0003020,C08606
HMDB0003023,C03427
HMDB0003033,NA
HMDB0003034,C13802
HMDB0003036,NA
HMDB0003039,NA
HMDB0003040,NA
HMDB0003045,C05570
HMDB0003052,C00424
HMDB0003063,C15857
HMDB0003066,C15589
HMDB0003069,C04042
HMDB0003070,C00493
HMDB0003071,NA
HMDB0003072,C00296
HMDB0003073,C06426
HMDB0003075,C15608
HMDB0003080,C05951
HMDB0003081,C02095
HMDB0003099,C16359
HMDB0003101,C08614
HMDB0003112,NA
HMDB0003114,C05431
HMDB0003116,C07311
HMDB0003119,C03485
HMDB0003125,C00027
HMDB0003128,C05481
HMDB0003134,C05552
HMDB0003141,C11061
HMDB0003146,NA
HMDB0003148,NA
HMDB0003152,NA
HMDB0003153,C09731
HMDB0003154,C08583
HMDB0003156,C00265
HMDB0003157,C03139
HMDB0003162,NA
HMDB0003164,C00852
HMDB0003166,NA
HMDB0003173,C08727
HMDB0003175,C04707
HMDB0003178,C00032
HMDB0003180,C05482
HMDB0003192,C04051
HMDB0003193,C11134
HMDB0003208,C02198
HMDB0003213,C00492
HMDB0003217,C06563
HMDB0003218,NA
HMDB0003219,C08355
HMDB0003224,C01801
HMDB0003227,C00409
HMDB0003229,C08362
HMDB0003231,C08367
HMDB0003233,C08601
HMDB0003235,C05956
HMDB0003236,C06543
HMDB0003240,NA
HMDB0003243,C00466
HMDB0003247,NA
HMDB0003249,C05625
HMDB0003252,C05963
HMDB0003254,C06470
HMDB0003255,C00317
HMDB0003259,C05471
HMDB0003263,C05904
HMDB0003265,C09755
HMDB0003269,C05380
HMDB0003276,C00283
HMDB0003282,C04152
HMDB0003288,C05688
HMDB0003290,C00800
HMDB0003306,C00774
HMDB0003312,C10208
HMDB0003315,C00414
HMDB0003318,NA
HMDB0003320,C19837
HMDB0003323,NA
HMDB0003324,NA
HMDB0003325,C05787
HMDB0003327,NA
HMDB0003329,NA
HMDB0003330,NA
HMDB0003331,C02494
HMDB0003332,NA
HMDB0003333,NA
HMDB0003334,NA
HMDB0003335,C00104
HMDB0003337,C00127
HMDB0003338,C00192
HMDB0003339,C00217
HMDB0003344,C00266
HMDB0003345,C00267
HMDB0003349,C00337
HMDB0003351,C00394
HMDB0003352,C00400
HMDB0003355,C00431
HMDB0003357,C00437
HMDB0003361,C00396
HMDB0003362,NA
HMDB0003363,C00470
HMDB0003364,C00472
HMDB0003366,C00479
HMDB0003369,C00501
HMDB0003371,C00508
HMDB0003374,C00515
HMDB0003375,C06099
HMDB0003377,C00531
HMDB0003378,C00533
HMDB0003379,C02174
HMDB0003381,NA
HMDB0003391,C00631
HMDB0003402,C08348
HMDB0003403,C00718
HMDB0003404,C00734
HMDB0003405,C00739
HMDB0003406,C00740
HMDB0003407,C00741
HMDB0003409,C00757
HMDB0003411,C00763
HMDB0003415,NA
HMDB0003416,C00792
HMDB0003417,C00793
HMDB0003418,C00795
HMDB0003419,C00798
HMDB0003422,C20144
HMDB0003423,C00819
HMDB0003424,C00823
HMDB0003426,C00831
HMDB0003429,C00853
HMDB0003431,C00860
HMDB0003441,C00903
HMDB0003442,C02530
HMDB0003447,C00955
HMDB0003448,NA
HMDB0003449,C00962
HMDB0003450,C00964
HMDB0003451,NA
HMDB0003453,C00969
HMDB0003454,C00971
HMDB0003458,C00992
HMDB0003459,C00993
HMDB0003464,C01035
HMDB0003466,C01040
HMDB0003470,C01045
HMDB0003474,C01060
HMDB0003484,C01102
HMDB0003498,C01172
HMDB0003501,C01481
HMDB0003502,C01204
HMDB0003503,C01207
HMDB0003514,C01231
HMDB0003518,C01251
HMDB0003529,C01284
HMDB0003533,C01301
HMDB0003536,C01344
HMDB0003537,C01345
HMDB0003539,C01355
HMDB0003540,C01367
HMDB0003543,C01412
HMDB0003546,C01451
HMDB0003550,C01561
HMDB0003551,C01563
HMDB0003553,C01613
HMDB0003555,C05850
HMDB0003556,C01674
HMDB0003559,C01699
HMDB0003563,C01735
HMDB0003571,C01832
HMDB0003572,C01850
HMDB0003573,C01851
HMDB0003577,NA
HMDB0003581,C01909
HMDB0003584,C01959
HMDB0003585,C01962
HMDB0003598,C02075
HMDB0003601,C02105
HMDB0003603,C02530
HMDB0003609,C02218
HMDB0003625,C00703
HMDB0003626,NA
HMDB0003633,C02442
HMDB0003634,C02452
HMDB0003638,C01413
HMDB0003640,C02486
HMDB0003642,C13884
HMDB0003646,C02565
HMDB0003647,C02576
HMDB0003648,C02588
HMDB0003654,C02646
HMDB0003656,C02658
HMDB0003661,C02723
HMDB0003665,C02739
HMDB0003667,C02759
HMDB0003671,C08380
HMDB0003681,C02946
HMDB0003689,NA
HMDB0003701,C03114
HMDB0003705,C03166
HMDB0003712,NA
HMDB0003733,NA
HMDB0003745,C03576
HMDB0003747,C03582
HMDB0003752,NA
HMDB0003759,C03681
HMDB0003764,NA
HMDB0003767,C03765
HMDB0003769,C03772
HMDB0003771,NA
HMDB0003791,C04043
HMDB0003797,C04056
HMDB0003818,C04295
HMDB0003822,NA
HMDB0003826,C04332
HMDB0003828,C12661
HMDB0003831,C04368
HMDB0003834,C04392
HMDB0003840,C05172
HMDB0003841,C04454
HMDB0003843,NA
HMDB0003848,C04520
HMDB0003869,NA
HMDB0003871,C04717
HMDB0003876,C04742
HMDB0003882,C04778
HMDB0003892,NA
HMDB0003896,C05107
HMDB0003903,C05123
HMDB0003904,C05125
HMDB0003905,C05130
HMDB0003911,C05145
HMDB0003920,C05189
HMDB0003929,C05239
HMDB0003932,C05258
HMDB0003933,NA
HMDB0003934,C05260
HMDB0003935,C05261
HMDB0003936,C05262
HMDB0003937,C05263
HMDB0003938,C05264
HMDB0003939,C05265
HMDB0003940,C05266
HMDB0003941,C05267
HMDB0003942,C05268
HMDB0003943,C05269
HMDB0003944,C05271
HMDB0003945,C05272
HMDB0003946,C05273
HMDB0003947,C03595
HMDB0003948,C05275
HMDB0003949,C05276
HMDB0003950,NA
HMDB0003952,C05280
HMDB0003955,C05290
HMDB0003956,C05291
HMDB0003959,C05295
HMDB0003966,C05335
HMDB0003967,C05338
HMDB0003971,C05345
HMDB0003974,C05379
HMDB0003976,C05385
HMDB0003990,NA
HMDB0003993,C05433
HMDB0004025,C05484
HMDB0004026,C05485
HMDB0004029,C05490
HMDB0004030,C05497
HMDB0004031,C05498
HMDB0004035,C05502
HMDB0004038,NA
HMDB0004041,C05519
HMDB0004043,C09902
HMDB0004044,NA
HMDB0004045,C05528
HMDB0004047,C14143
HMDB0004049,NA
HMDB0004051,C05554
HMDB0004058,C05578
HMDB0004061,C05583
HMDB0004062,C05585
HMDB0004063,C05588
HMDB0004067,C05604
HMDB0004068,C05606
HMDB0004072,C05627
HMDB0004073,C05634
HMDB0004076,C05638
HMDB0004077,C05639
HMDB0004078,C05640
HMDB0004080,C11695
HMDB0004081,C05643
HMDB0004083,C05645
HMDB0004085,C16794
HMDB0004086,C05648
HMDB0004087,C05201
HMDB0004089,C05653
HMDB0004094,C05658
HMDB0004095,C05659
HMDB0004096,C05660
HMDB0004101,C05670
HMDB0004110,C05682
HMDB0004112,C05686
HMDB0004113,C05689
HMDB0004118,NA
HMDB0004119,C05698
HMDB0004122,C05704
HMDB0004135,C05723
HMDB0004136,C16884
HMDB0004138,NA
HMDB0004142,C13881
HMDB0004143,NA
HMDB0004145,NA
HMDB0004146,NA
HMDB0004148,C13691
HMDB0004149,NA
HMDB0004157,C05789
HMDB0004158,C05791
HMDB0004160,C05794
HMDB0004162,C05796
HMDB0004181,C05827
HMDB0004185,C05832
HMDB0004186,C05834
HMDB0004193,C05842
HMDB0004194,C05843
HMDB0004195,C05844
HMDB0004198,C03313
HMDB0004207,NA
HMDB0004215,C05901
HMDB0004220,C05921
HMDB0004224,C05933
HMDB0004225,C03771
HMDB0004226,C05936
HMDB0004230,C05942
HMDB0004231,C05944
HMDB0004234,C05949
HMDB0004236,C05954
HMDB0004238,C05958
HMDB0004239,NA
HMDB0004240,C05960
HMDB0004241,C05962
HMDB0004242,C05964
HMDB0004243,C05965
HMDB0004244,C05966
HMDB0004246,C00306
HMDB0004249,C05981
HMDB0004256,C05995
HMDB0004257,C02944
HMDB0004258,C02041
HMDB0004259,C05642
HMDB0004264,C14771
HMDB0004270,C06023
HMDB0004284,C06044
HMDB0004290,C06051
HMDB0004291,C06052
HMDB0004296,C01659
HMDB0004304,C06080
HMDB0004305,C06081
HMDB0004308,NA
HMDB0004309,C06085
HMDB0004321,C00521
HMDB0004326,C04779
HMDB0004327,C06142
HMDB0004328,NA
HMDB0004339,NA
HMDB0004350,C06180
HMDB0004362,NA
HMDB0004363,C06195
HMDB0004366,C06199
HMDB0004369,C06212
HMDB0004370,C06213
HMDB0004381,C06241
HMDB0004385,C06314
HMDB0004400,C16366
HMDB0004437,C06772
HMDB0004448,C08357
HMDB0004461,C09815
HMDB0004472,C09844
HMDB0004476,C10126
HMDB0004482,C11132
HMDB0004483,C11133
HMDB0004484,C11136
HMDB0004486,C00353
HMDB0004487,C11383
HMDB0004527,C11555
HMDB0004586,C11924
HMDB0004590,NA
HMDB0004601,C11947
HMDB0004610,C12144
HMDB0004611,C18045
HMDB0004620,NA
HMDB0004624,NA
HMDB0004626,NA
HMDB0004627,NA
HMDB0004628,C12144
HMDB0004629,NA
HMDB0004631,NA
HMDB0004634,NA
HMDB0004645,NA
HMDB0004649,C13309
HMDB0004659,C13809
HMDB0004662,C14180
HMDB0004666,C13856
HMDB0004667,C14762
HMDB0004668,C14765
HMDB0004669,C14766
HMDB0004670,C14767
HMDB0004673,NA
HMDB0004679,C14776
HMDB0004680,C14778
HMDB0004682,C14780
HMDB0004684,C14782
HMDB0004685,NA
HMDB0004686,NA
HMDB0004688,C14808
HMDB0004690,C14810
HMDB0004692,C14812
HMDB0004693,C14813
HMDB0004694,C14814
HMDB0004696,C14820
HMDB0004699,C14823
HMDB0004701,C14825
HMDB0004702,C14826
HMDB0004704,NA
HMDB0004705,C14829
HMDB0004706,C14831
HMDB0004708,C14833
HMDB0004710,C14835
HMDB0004808,NA
HMDB0004810,NA
HMDB0004811,C02625
HMDB0004812,C20450
HMDB0004813,NA
HMDB0004814,NA
HMDB0004815,NA
HMDB0004816,C06502
HMDB0004817,NA
HMDB0004818,NA
HMDB0004821,C20384
HMDB0004822,NA
HMDB0004823,NA
HMDB0004824,NA
HMDB0004825,C04227
HMDB0004826,C04548
HMDB0004827,C10172
HMDB0004832,C06126
HMDB0004833,C06126
HMDB0004834,C06126
HMDB0004835,C06126
HMDB0004836,C06126
HMDB0004837,C06126
HMDB0004838,C06126
HMDB0004839,C06126
HMDB0004840,C06126
HMDB0004841,C06126
HMDB0004842,C04730
HMDB0004843,C04730
HMDB0004844,C04730
HMDB0004845,C04730
HMDB0004846,C04730
HMDB0004847,C04730
HMDB0004848,C04730
HMDB0004849,C04730
HMDB0004850,C04730
HMDB0004851,C04730
HMDB0004852,C04730
HMDB0004853,C04911
HMDB0004854,C04911
HMDB0004855,C04911
HMDB0004856,C04911
HMDB0004857,C04911
HMDB0004858,C04911
HMDB0004859,C04911
HMDB0004860,C04911
HMDB0004861,C04911
HMDB0004863,C04911
HMDB0004865,C04911
HMDB0004866,NA
HMDB0004872,NA
HMDB0004873,NA
HMDB0004874,NA
HMDB0004876,NA
HMDB0004877,C04737
HMDB0004878,C04737
HMDB0004879,C04737
HMDB0004880,C04737
HMDB0004881,C04737
HMDB0004882,C04737
HMDB0004883,C04737
HMDB0004884,C04737
HMDB0004886,C04737
HMDB0004887,C04737
HMDB0004888,C06135
HMDB0004889,C06135
HMDB0004890,C06135
HMDB0004891,C06135
HMDB0004892,C06135
HMDB0004893,C06135
HMDB0004894,C06135
HMDB0004895,C06135
HMDB0004896,C06135
HMDB0004897,C06135
HMDB0004898,C06135
HMDB0004900,C06136 
HMDB0004901,C06136 
HMDB0004902,C06136 
HMDB0004903,C06136 
HMDB0004904,C06136 
HMDB0004905,C06136 
HMDB0004906,C06136 
HMDB0004907,C06136 
HMDB0004908,C06136 
HMDB0004909,C06136 
HMDB0004910,C06136 
HMDB0004911,C06133
HMDB0004912,C06133
HMDB0004913,C06133
HMDB0004914,C06133
HMDB0004915,C06133
HMDB0004916,C06133
HMDB0004917,C06133
HMDB0004918,C06133
HMDB0004919,C06133
HMDB0004920,C06133
HMDB0004921,C06133
HMDB0004923,NA
HMDB0004924,NA
HMDB0004925,NA
HMDB0004926,NA
HMDB0004927,NA
HMDB0004928,NA
HMDB0004929,NA
HMDB0004930,NA
HMDB0004931,NA
HMDB0004932,NA
HMDB0004934,NA
HMDB0004936,C04884
HMDB0004937,C04884
HMDB0004938,C04884
HMDB0004939,C04884
HMDB0004940,C01808
HMDB0004941,C04884
HMDB0004942,C04884
HMDB0004943,C04884
HMDB0004944,C04884
HMDB0004945,C04884
HMDB0004946,C04884
HMDB0004947,C00195
HMDB0004948,C00195
HMDB0004949,C00195
HMDB0004950,C00195
HMDB0004951,C00195
HMDB0004952,C00195
HMDB0004953,C00195
HMDB0004955,C00195
HMDB0004956,C00195
HMDB0004957,C00195
HMDB0004958,C03272
HMDB0004959,C03272
HMDB0004960,C03272
HMDB0004961,C03272
HMDB0004962,C03272
HMDB0004963,C03272
HMDB0004964,C03272
HMDB0004965,C03272
HMDB0004966,C03272
HMDB0004967,C03272
HMDB0004968,C03272
HMDB0004969,C01190
HMDB0004970,C01190
HMDB0004971,C01190
HMDB0004972,C01190
HMDB0004973,C01190
HMDB0004974,C01190
HMDB0004975,C01190
HMDB0004976,C01190
HMDB0004977,C01190
HMDB0004978,NA
HMDB0004979,C01190
HMDB0004980,NA
HMDB0004982,NA
HMDB0004983,C11142
HMDB0004985,NA
HMDB0004987,NA
HMDB0004988,NA
HMDB0004989,NA
HMDB0004992,C07527
HMDB0004995,C06174
HMDB0004998,NA
HMDB0004999,C07080
HMDB0005000,C06818
HMDB0005005,NA
HMDB0005006,C06834
HMDB0005007,NA
HMDB0005008,C01594
HMDB0005009,NA
HMDB0005010,C07246
HMDB0005011,NA
HMDB0005012,C07322
HMDB0005014,C07589
HMDB0005015,NA
HMDB0005016,C07187
HMDB0005017,C11806
HMDB0005018,C06825
HMDB0005020,C06861
HMDB0005021,C07397
HMDB0005022,C01844
HMDB0005023,C07219
HMDB0005026,C07864
HMDB0005028,NA
HMDB0005030,C06999
HMDB0005031,NA
HMDB0005032,C07778
HMDB0005033,NA
HMDB0005034,C07502
HMDB0005035,C07325
HMDB0005036,NA
HMDB0005037,C07319
HMDB0005038,C07572
HMDB0005039,C07259
HMDB0005041,NA
HMDB0005042,C12564
HMDB0005045,NA
HMDB0005047,NA
HMDB0005048,NA
HMDB0005049,C13800
HMDB0005050,C14781
HMDB0005051,NA
HMDB0005056,C18166
HMDB0005060,C16525
HMDB0005065,NA
HMDB0005066,NA
HMDB0005073,NA
HMDB0005076,NA
HMDB0005077,NA
HMDB0005079,C14717
HMDB0005081,NA
HMDB0005082,C06315
HMDB0005083,C13809
HMDB0005084,C11361
HMDB0005085,NA
HMDB0005087,NA
HMDB0005088,NA
HMDB0005089,C04853
HMDB0005095,NA
HMDB0005096,NA
HMDB0005099,NA
HMDB0005102,C06438
HMDB0005175,C05581
HMDB0005176,C00381
HMDB0005181,NA
HMDB0005189,C13881
HMDB0005193,C02530
HMDB0005199,C09642
